System.number,Sample,Latitude,Longitude,Date,Time,Local.time,Site,Location,Status,Zone,Depth,Observer,Successful.count,Successful.length,Video.notes,Raw.hdd.number,Con.hdd.number,Forwards.habitat.image.saved,Forwards.habitat.image.annotated,Backwards.habitat.image.saved,Backwards.habitat.image.annotated,Maxn.analyst,Maxn.complete.yyyymmdd,Maxn.checker,Length.analyst,Length.complete.date.yyyymmdd,Notes
,Br65,-34.2444787836157,119.710235659874,2022-12-09,2022-12-09 00:45:10,2022-12-09 08:45:10,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),55,,,,,,,,,,,,,,,,
,Br56,-34.2199823986591,119.706746176611,2022-12-09,2022-12-09 01:02:24,2022-12-09 09:02:24,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),55,,,,,,,,,,,,,,,,
,Br134,-34.2070935859023,119.692908857656,2022-12-09,2022-12-09 01:16:30,2022-12-09 09:16:30,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),50,,,,"Synced, all cameras checked and tightened, noted that the western light was off before the drop (turned it back on) unsure when it turned off",,,,,,,,,,,,
,Br184,-34.2059333331138,119.732121666383,2022-12-09,2022-12-09 01:36:29,2022-12-09 09:36:29,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),56,,,,,,,,,,,,,,,,
,Br32,-34.1981086941825,119.761497730509,2022-12-09,2022-12-09 01:53:26,2022-12-09 09:53:26,Bremer,South-west Corner,No-take,National Park Zone,55,,,,,,,,,,,,,,,,
,Br13,-34.1676429934377,119.729724108703,2022-12-09,2022-12-09 02:15:13,2022-12-09 10:15:13,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),53,,,,,,,,,,,,,,,,
,Br50,-34.1718942190892,119.691560914013,2022-12-09,2022-12-09 03:04:00,2022-12-09 11:04:00,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),50,,,,"Unsure if correct location, check coordinates",,,,,,,,,,,,
,Brc2,-34.1629668389928,119.702426976114,2022-12-09,2022-12-09 03:05:11,2022-12-09 11:05:11,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),41,,,,"Unsure if location is right, check coordinates",,,,,,,,,,,,
,Br141,-34.1486545062849,119.723171900327,2022-12-09,2022-12-09 03:13:34,2022-12-09 11:13:34,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),45,,,,"GPS playing up, check coordinates on data sheet",,,,,,,,,,,,
,Br191,-34.1306837340369,119.709945987331,2022-12-09,2022-12-09 03:29:32,2022-12-09 11:29:32,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),40,,,,Check coordinates on data sheet,,,,,,,,,,,,
,Br175,-34.1172699999899,119.763296667052,2022-12-09,2022-12-09 03:56:23,2022-12-09 11:56:23,Bremer,South-west Corner,No-take,National Park Zone,50,,,,"Check coordinates, off actual point as more complex nearby",,,,,,,,,,,,
,Br59,-34.1008604773113,119.807142208073,2022-12-09,2022-12-09 04:29:11,2022-12-09 12:29:11,Bremer,South-west Corner,No-take,National Park Zone,52,,,,Check coordinates from photos from Andy,,,,,,,,,,,,
,Brc3,-34.0974962087614,119.799694815042,2022-12-09,2022-12-09 04:39:37,2022-12-09 12:39:37,Bremer,South-west Corner,No-take,National Park Zone,48,,,,Check Andy's photos,,,,,,,,,,,,
,Br145,-34.1342502669385,119.817549580508,2022-12-09,2022-12-09 05:01:58,2022-12-09 13:01:58,Bremer,South-west Corner,No-take,National Park Zone,55,,,,"Synced, and tightened and checked cameras and lights, check Andy's photos, when it came up the eastern light was off",,,,,,,,,,,,
,Br76,-34.1338441970086,119.781884661708,2022-12-09,2022-12-09 05:20:56,2022-12-09 13:20:56,Bremer,South-west Corner,No-take,National Park Zone,54,,,,Refer to Andy's photos ,,,,,,,,,,,,
,Br171,-34.1508233077099,119.797473037002,2022-12-09,2022-12-09 05:36:50,2022-12-09 13:36:50,Bremer,South-west Corner,No-take,National Park Zone,55,,,,Refer to Andy's photos ,,,,,,,,,,,,
,Br4,-34.1771119285298,119.801214281209,2022-12-09,2022-12-09 05:55:11,2022-12-09 13:55:11,Bremer,South-west Corner,No-take,National Park Zone,56,,,,Refer to Andy's photos ,,,,,,,,,,,,
,Br160,-34.1838003468029,119.783095384997,2022-12-09,2022-12-09 06:09:23,2022-12-09 14:09:23,Bremer,South-west Corner,No-take,National Park Zone,56,,,,"GPS working properly again, synced, cameras and lights checked and tightened",,,,,,,,,,,,
,Br128,-34.1982734838003,119.823821649263,2022-12-09,2022-12-09 06:30:22,2022-12-09 14:30:22,Bremer,South-west Corner,No-take,National Park Zone,57,,,,,,,,,,,,,,,,
,Br87,-34.2182626094823,119.800388881278,2022-12-09,2022-12-09 06:48:35,2022-12-09 14:48:35,Bremer,South-west Corner,No-take,National Park Zone,57,,,,,,,,,,,,,,,,
,Br2,-34.2392497845077,119.77250961613,2022-12-09,2022-12-09 07:13:52,2022-12-09 15:13:52,Bremer,South-west Corner,No-take,National Park Zone,58,,,,"South facing light was off after it was pulled up, wouldn't turn back on so battery was changed ",,,,,,,,,,,,
,Br55,-34.2616253795019,119.811793319,2022-12-09,2022-12-09 07:40:11,2022-12-09 15:40:11,Bremer,South-west Corner,No-take,National Park Zone,59,,,,,,,,,,,,,,,,
,Br85,-34.2766751470128,119.767215006032,2022-12-09,2022-12-09 08:02:49,2022-12-09 16:02:49,Bremer,South-west Corner,No-take,National Park Zone,59,,,,"Synced, cameras and lights checked, all tightened ",,,,,,,,,,,,
,Br169,-34.2890866578203,119.758901762831,2022-12-09,2022-12-09 08:16:07,2022-12-09 16:16:07,Bremer,South-west Corner,No-take,National Park Zone,60,,,,,,,,,,,,,,,,
,Br140,-34.2970299999112,119.812877464275,2022-12-09,2022-12-09 08:39:17,2022-12-09 16:39:17,Bremer,South-west Corner,No-take,National Park Zone,60,,,,,,,,,,,,,,,,
,Br12,-34.3082607531674,119.788432771072,2022-12-09,2022-12-09 08:55:34,2022-12-09 16:55:34,Bremer,South-west Corner,No-take,National Park Zone,62,,,,Light battery change for eastern and northern light before drop,,,,,,,,,,,,
,Br39,-34.3188459447849,119.783933961417,2022-12-09,2022-12-09 09:08:05,2022-12-09 17:08:05,Bremer,South-west Corner,No-take,National Park Zone,63,,,,Western light battery changed before drop,,,,,,,,,,,,
,Br199,-34.3223348144971,119.763147246678,2022-12-09,2022-12-09 09:22:27,2022-12-09 17:22:27,Bremer,South-west Corner,No-take,National Park Zone,63,,,,Final drop of day,,,,,,,,,,,,
,Br180,-34.3634072367835,119.691441449758,2022-12-10,2022-12-09 22:15:06,2022-12-10 06:15:06,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),65,,,,"First drop of day, synced with lights and clapping before drop ",,,,,,,,,,,,
,Br52,-34.3705098996842,119.706311899562,2022-12-10,2022-12-09 22:28:02,2022-12-10 06:28:02,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),66,,,,,,,,,,,,,,,,
,Br124,-34.355870718939,119.779111557036,2022-12-10,2022-12-09 22:58:47,2022-12-10 06:58:47,Bremer,South-west Corner,No-take,National Park Zone,65,,,,,,,,,,,,,,,,
,Br83,-34.37449288551,119.809105159021,2022-12-10,2022-12-09 23:18:05,2022-12-10 07:18:05,Bremer,South-west Corner,No-take,National Park Zone,63,,,,,,,,,,,,,,,,
,Br19,-34.3908982418555,119.820608756377,2022-12-10,2022-12-09 23:34:16,2022-12-10 07:34:16,Bremer,South-west Corner,No-take,National Park Zone,64,,,,,,,,,,,,,,,,
,Br44,-34.4020743930788,119.811915371301,2022-12-10,2022-12-09 23:47:19,2022-12-10 07:47:19,Bremer,South-west Corner,No-take,National Park Zone,64,,,,"Before drop the cameras and lights checked, tightened, cameras synced, didn't check north cameras as too rocky. Checked after drop and camera 28 was off, took all out and did a new cameras metadata sheet and re synced with lights and clapping",,,,,,,,,,,,
,Br109,-34.4103168087618,119.785205540176,2022-12-10,2022-12-10 00:16:53,2022-12-10 08:16:53,Bremer,South-west Corner,No-take,National Park Zone,63,,,,"First drop after cameras were  all taken out and put back in, checked 28 after drop and was still on",,,,,,,,,,,,
,Br68,-34.4261359561592,119.780015756286,2022-12-10,2022-12-10 00:34:17,2022-12-10 08:34:17,Bremer,South-west Corner,No-take,National Park Zone,69,,,,"Clapped after drop as unsure whether claps were done after the previous light syncing, camera 28 was still on",,,,,,,,,,,,
,Br173,-34.4231728560822,119.835276354013,2022-12-10,2022-12-10 00:57:25,2022-12-10 08:57:25,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),66,,,,Camera 28 was heckled after drop and was still on ,,,,,,,,,,,,
,Br130,-34.4372450042485,119.81749310702,2022-12-10,2022-12-10 01:12:59,2022-12-10 09:12:59,Bremer,South-west Corner,No-take,National Park Zone,67,,,,,,,,,,,,,,,,
,Br195,-34.4461991569242,119.796362416579,2022-12-10,2022-12-10 01:29:20,2022-12-10 09:29:20,Bremer,South-west Corner,No-take,National Park Zone,68,,,,"Before drop cameras were synced with lights and claps, 28 was still on before drop",,,,,,,,,,,,
,Br6,-34.4466360211501,119.82446059128,2022-12-10,2022-12-10 01:46:07,2022-12-10 09:46:07,Bremer,South-west Corner,No-take,National Park Zone,70,,,,,,,,,,,,,,,,
,Br89,-34.4584521465066,119.8400603635,2022-12-10,2022-12-10 02:00:45,2022-12-10 10:00:45,Bremer,South-west Corner,No-take,National Park Zone,71,,,,,,,,,,,,,,,,
,Br49,-34.4833511538368,119.846116947079,2022-12-10,2022-12-10 02:17:43,2022-12-10 10:17:43,Bremer,South-west Corner,No-take,National Park Zone,76,,,,After drop changed ropes over as next lot of sampling will be in deeper water,,,,,,,,,,,,
,Br138,-34.4888140615886,119.848884375297,2022-12-10,2022-12-10 02:34:01,2022-12-10 10:34:01,Bremer,South-west Corner,No-take,National Park Zone,75,,,,,,,,,,,,,,,,
,Br179,-34.5010567190076,119.834008301142,2022-12-10,2022-12-10 02:48:57,2022-12-10 10:48:57,Bremer,South-west Corner,No-take,National Park Zone,77,,,,"Before drop cameras were synced with lights and claps, all checked and 28 was still on and recording",,,,,,,,,,,,
,Br95,-34.5332807903815,119.859110969866,2022-12-10,2022-12-10 03:11:27,2022-12-10 11:11:27,Bremer,South-west Corner,No-take,National Park Zone,80,,,,,,,,,,,,,,,,
,Br181,-34.5452829206164,119.874011409027,2022-12-10,2022-12-10 03:26:16,2022-12-10 11:26:16,Bremer,South-west Corner,No-take,National Park Zone,79,,,,28 was checked after drop and still on,,,,,,,,,,,,
,Br116,-34.562510730436,119.887676283787,2022-12-10,2022-12-10 03:42:43,2022-12-10 11:42:43,Bremer,South-west Corner,No-take,National Park Zone,78,,,,,,,,,,,,,,,,
,Br146,-34.5724448949401,119.88030273856,2022-12-10,2022-12-10 03:55:56,2022-12-10 11:55:56,Bremer,South-west Corner,No-take,National Park Zone,76,,,,,,,,,,,,,,,,
,Br16,-34.5883441187449,119.906803811095,2022-12-10,2022-12-10 04:14:06,2022-12-10 12:14:06,Bremer,South-west Corner,No-take,National Park Zone,84,,,,Cameras were synced with lights before drop and synced with claps after drop,,,,,,,,,,,,
,Brc4,-34.5990264894648,119.891537884275,2022-12-10,2022-12-10 04:36:34,2022-12-10 12:36:34,Bremer,South-west Corner,No-take,National Park Zone,92,,,,Showed camera the board with Br36 then showed board with Brc4,,,,,,,,,,,,
,Br36,-34.6110674075239,119.851773068892,2022-12-10,2022-12-10 04:59:20,2022-12-10 12:59:20,Bremer,South-west Corner,No-take,National Park Zone,101,,,,Board has â€œBr36 (actual Br36)â€ on it,,,,,,,,,,,,
,Br164,-34.5964365589966,119.843863518698,2022-12-10,2022-12-10 05:15:58,2022-12-10 13:15:58,Bremer,South-west Corner,No-take,National Park Zone,81,,,,,,,,,,,,,,,,
,Br80,-34.5921017180098,119.828194044398,2022-12-10,2022-12-10 05:29:51,2022-12-10 13:29:51,Bremer,South-west Corner,No-take,National Park Zone,79,,,,28 still on when checked before drop,,,,,,,,,,,,
,Br119,-34.569525912201,119.817887259919,2022-12-10,2022-12-10 05:45:37,2022-12-10 13:45:37,Bremer,South-west Corner,No-take,National Park Zone,80,,,,"28 still on before drop, cameras and lights checked, cameras synced with lights and claps before drop",,,,,,,,,,,,
,Br93,-34.5580582088666,119.810141849893,2022-12-10,2022-12-10 05:59:45,2022-12-10 13:59:45,Bremer,South-west Corner,No-take,National Park Zone,79,,,,,,,,,,,,,,,,
,Br53,-34.5481493151156,119.847112190583,2022-12-10,2022-12-10 06:20:35,2022-12-10 14:20:35,Bremer,South-west Corner,No-take,National Park Zone,80,,,,Changed southern light battery before drop,,,,,,,,,,,,
,Br9,-34.521441438227,119.82494045244,2022-12-10,2022-12-10 06:40:20,2022-12-10 14:40:20,Bremer,South-west Corner,No-take,National Park Zone,80,,,,Camera 28 still on after drop,,,,,,,,,,,,
,Br51,-34.5041555069812,119.810971524907,2022-12-10,2022-12-10 06:55:59,2022-12-10 14:55:59,Bremer,South-west Corner,No-take,National Park Zone,75,,,,"Synced with lights and clapping after drop, camera 28 was still on",,,,,,,,,,,,
,Br113,-34.4851831304876,119.783636358546,2022-12-10,2022-12-10 07:17:04,2022-12-10 15:17:04,Bremer,South-west Corner,No-take,National Park Zone,73,,,,,,,,,,,,,,,,
,Br25,-34.4698655729071,119.789992040691,2022-12-10,2022-12-10 07:34:27,2022-12-10 15:34:27,Bremer,South-west Corner,No-take,National Park Zone,72,,,,Western light was changed before drop ,,,,,,,,,,,,
,Br154,-34.4587829523475,119.759204539997,2022-12-10,2022-12-10 07:52:39,2022-12-10 15:52:39,Bremer,South-west Corner,No-take,National Park Zone,70,,,,After drop eastern and western light battery changed as they were off,,,,,,,,,,,,
,Br15,-34.405732444186,119.736855238161,2022-12-10,2022-12-10 08:16:55,2022-12-10 16:16:55,Bremer,South-west Corner,No-take,National Park Zone,61,,,,,,,,,,,,,,,,
,Br144,-34.3938417076597,119.758577049703,2022-12-10,2022-12-10 08:31:46,2022-12-10 16:31:46,Bremer,South-west Corner,No-take,National Park Zone,61,,,,,,,,,,,,,,,,
,Br114,-34.3857559263699,119.74889797291,2022-12-10,2022-12-10 08:43:24,2022-12-10 16:43:24,Bremer,South-west Corner,No-take,National Park Zone,59,,,,"Final drop of the day, all cameras were synced with lights and claps after the drop",,,,,,,,,,,,
,Br115,-34.4176194959879,119.669247956216,2022-12-11,2022-12-10 22:05:20,2022-12-11 06:05:20,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),62,,,,"First drop, synced with lights before drop, slightly off mark as more complex nearby",,,,,,,,,,,,
,Br163,-34.4124600993139,119.694286227413,2022-12-11,2022-12-10 22:22:27,2022-12-11 06:22:27,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),63,,,,,,,,,,,,,,,,
,Br79,-34.4112596749505,119.710138309447,2022-12-11,2022-12-10 22:34:37,2022-12-11 06:34:37,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),62,,,,Little bit longer than 5 minutes,,,,,,,,,,,,
,Br100,-34.4418680807842,119.718920569346,2022-12-11,2022-12-10 22:55:36,2022-12-11 06:55:36,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),66,,,,Clapped after drop ,,,,,,,,,,,,
,Br186,-34.4479563955466,119.728149617132,2022-12-11,2022-12-10 23:08:35,2022-12-11 07:08:35,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),67,,,,,,,,,,,,,,,,
,Br58,-34.4620898261965,119.732018471516,2022-12-11,2022-12-10 23:22:37,2022-12-11 07:22:37,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),70,,,,"Cameras were synced with lights and clap before drop, all cameras and lights were checked and tightened before drop",,,,,,,,,,,,
,Br18,-34.4733422638115,119.707848849639,2022-12-11,2022-12-10 23:41:24,2022-12-11 07:41:24,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),70,,,,,,,,,,,,,,,,
,Br82,-34.4801024120405,119.694311729686,2022-12-11,2022-12-10 23:55:43,2022-12-11 07:55:43,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),72,,,,,,,,,,,,,,,,
,Br148,-34.4942249858408,119.731314373793,2022-12-11,2022-12-11 00:15:46,2022-12-11 08:15:46,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),74,,,,,,,,,,,,,,,,
,Br102,-34.5093765542567,119.719146343825,2022-12-11,2022-12-11 00:31:42,2022-12-11 08:31:42,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),77,,,,Before drop added more rope,,,,,,,,,,,,
,Br198,-34.5220409762542,119.770604736773,2022-12-11,2022-12-11 00:57:09,2022-12-11 08:57:09,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),78,,,,"Before drop - All cameras and lights were tightened and checked and synced with lights and claps, drop is slightly off due to actual point being sand and a school of fish observed on the sounder nearby",,,,,,,,,,,,
,Br71,-34.5251043938072,119.746131861622,2022-12-11,2022-12-11 01:14:28,2022-12-11 09:14:28,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),79,,,,,,,,,,,,,,,,
,Br157,-34.5374261036544,119.76090489632,2022-12-11,2022-12-11 01:30:34,2022-12-11 09:30:34,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),78,,,,,,,,,,,,,,,,
,Br28,-34.544250484408,119.776433102456,2022-12-11,2022-12-11 01:45:09,2022-12-11 09:45:09,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),79,,,,,,,,,,,,,,,,
,Br88,-34.5716048332579,119.724212373107,2022-12-11,2022-12-11 02:13:10,2022-12-11 10:13:10,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),79,,,,After drop checked and tightened all cameras and lights and synced cameras with lights and claps,,,,,,,,,,,,
,Br185,-34.5734026501147,119.742756915354,2022-12-11,2022-12-11 02:27:35,2022-12-11 10:27:35,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),78,,,,,,,,,,,,,,,,
,Br57,-34.5821674197005,119.781022039185,2022-12-11,2022-12-11 02:47:14,2022-12-11 10:47:14,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),79,,,,,,,,,,,,,,,,
,Br143,-34.5913994066554,119.76348563396,2022-12-11,2022-12-11 03:02:45,2022-12-11 11:02:45,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),79,,,,,,,,,,,,,,,,
,Br14,-34.5953233043522,119.746079326348,2022-12-11,2022-12-11 03:16:43,2022-12-11 11:16:43,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),79,,,,"Before drop - Checked all but northern cameras, synced with lights and claps",,,,,,,,,,,,
,Br78,-34.6093227879582,119.78416910712,2022-12-11,2022-12-11 03:37:41,2022-12-11 11:37:41,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),83,,,,After drop northern cameras were checked and were working,,,,,,,,,,,,
,Br162,-34.6215541290454,119.797715026072,2022-12-11,2022-12-11 03:52:35,2022-12-11 11:52:35,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),95,,,,Added another rope before drop,,,,,,,,,,,,
,Br34,-34.6271261136249,119.803776623149,2022-12-11,2022-12-11 04:06:07,2022-12-11 12:06:07,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),113,,,,,,,,,,,,,,,,
,Br99,-34.6327559686241,119.745178415831,2022-12-11,2022-12-11 04:31:33,2022-12-11 12:31:33,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),91,,,,,,,,,,,,,,,,
,Br5,-34.6337327878055,119.72788966535,2022-12-11,2022-12-11 04:49:23,2022-12-11 12:49:23,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),85,,,,,,,,,,,,,,,,
,Br31,-34.6400464745522,119.707930290005,2022-12-11,2022-12-11 05:04:41,2022-12-11 13:04:41,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),84,,,,"After drop - All cameras synced with lights and claps, all cameras and lights tightened and checked ",,,,,,,,,,,,
,Br54,-34.6664022910651,119.675172640163,2022-12-11,2022-12-11 05:27:55,2022-12-11 13:27:55,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),97,,,,After drop southern light battery was changed,,,,,,,,,,,,
,Brc5,-34.6680916657296,119.674065695645,2022-12-11,2022-12-11 05:45:33,2022-12-11 13:45:33,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),125,,,,,,,,,,,,,,,,
,Br182,-34.6821025168636,119.639435757325,2022-12-11,2022-12-11 06:08:15,2022-12-11 14:08:15,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),153,,,,,,,,,,,,,,,,
,Br132,-34.6742975390397,119.605830358366,2022-12-11,2022-12-11 06:29:19,2022-12-11 14:29:19,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),84,,,,We were off the actual mark as actual mark was sandy,,,,,,,,,,,,
,Br7,-34.6555846390663,119.620914820108,2022-12-11,2022-12-11 06:47:07,2022-12-11 14:47:07,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),80,,,,"After drop all cameras and lights were checked and tightened, and cameras were synced with lights and claps",,,,,,,,,,,,
,Br96,-34.6461940521404,119.661652652878,2022-12-11,2022-12-11 07:07:04,2022-12-11 15:07:04,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),80,,,,,,,,,,,,,,,,
,Br194,-34.6311589072168,119.673354644962,2022-12-11,2022-12-11 07:21:06,2022-12-11 15:21:06,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),81,,,,"After drop eastern light was out so changed battery, and northern light was checked and was still on",,,,,,,,,,,,
,Br129,-34.6248916504173,119.690124933675,2022-12-11,2022-12-11 07:34:43,2022-12-11 15:34:43,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),81,,,,After drop western light was off so battery was changed,,,,,,,,,,,,
,Br108,-34.5976647133409,119.687750954975,2022-12-11,2022-12-11 07:51:26,2022-12-11 15:51:26,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),80,,,,,,,,,,,,,,,,
,Br43,-34.5882775231648,119.705014886802,2022-12-11,2022-12-11 08:06:42,2022-12-11 16:06:42,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),81,,,,"After drop did camera sync with lights and claps, checked all cameras (except northern cameras) and lights",,,,,,,,,,,,
,Br24,-34.5590542324286,119.676617236242,2022-12-11,2022-12-11 08:25:21,2022-12-11 16:25:21,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),80,,,,,,,,,,,,,,,,
,Br188,-34.5456325578168,119.707330064478,2022-12-11,2022-12-11 08:44:00,2022-12-11 16:44:00,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),79,,,,"Before drop northern light was changed, after drop cameras were synced with lights, final drop of the day!",,,,,,,,,,,,
,Br35,-34.429394539555,119.675254264683,2022-12-12,2022-12-11 22:00:02,2022-12-12 06:00:02,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),66,,,,"First drop of the day. All cameras and lights were checked and tightened, all cameras were synced with lights and claps before drop",,,,,,,,,,,,
,Br137,-34.4416517445583,119.605887179503,2022-12-12,2022-12-11 22:28:18,2022-12-12 06:28:18,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),63,,,,Northern cameras were checked before drop,,,,,,,,,,,,
,Br161,-34.4654408581226,119.628053109139,2022-12-12,2022-12-11 22:46:35,2022-12-12 06:46:35,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),65,,,,,,,,,,,,,,,,
,Br200,-34.454552772313,119.65221738604,2022-12-12,2022-12-11 23:02:52,2022-12-12 07:02:52,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),67,,,,,,,,,,,,,,,,
,Br120,-34.4652668760977,119.68285623891,2022-12-12,2022-12-11 23:21:25,2022-12-12 07:21:25,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),68,,,,"After drop did sync with lights and claps, and checked and tightened all cameras and lights",,,,,,,,,,,,
,Br33,-34.4815512741786,119.655410013831,2022-12-12,2022-12-11 23:39:04,2022-12-12 07:39:04,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),67,,,,,,,,,,,,,,,,
,Br38,-34.4940839380882,119.676528646186,2022-12-12,2022-12-11 23:54:35,2022-12-12 07:54:35,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),73,,,,,,,,,,,,,,,,
,Br166,-34.5172198368688,119.69252826842,2022-12-12,2022-12-12 00:11:31,2022-12-12 08:11:31,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),75,,,,After drop northern cameras were checked,,,,,,,,,,,,
,Br118,-34.5172664203332,119.637858398331,2022-12-12,2022-12-12 00:35:07,2022-12-12 08:35:07,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),74,,,,,,,,,,,,,,,,
,Br123,-34.5328838864651,119.657107317678,2022-12-12,2022-12-12 00:51:18,2022-12-12 08:51:18,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),77,,,,"After drop all cameras and lights tightened and checked, and cameras were synced with lights and claps",,,,,,,,,,,,
,Br77,-34.5357931821558,119.630707008271,2022-12-12,2022-12-12 01:07:45,2022-12-12 09:07:45,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),74,,,,,,,,,,,,,,,,
,Br142,-34.5440230290106,119.603935669498,2022-12-12,2022-12-12 01:24:44,2022-12-12 09:24:44,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),74,,,,,,,,,,,,,,,,
,Br104,-34.5681684363543,119.610963631937,2022-12-12,2022-12-12 01:41:49,2022-12-12 09:41:49,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),79,,,,,,,,,,,,,,,,
,Br189,-34.5804088090696,119.621291620251,2022-12-12,2022-12-12 01:56:53,2022-12-12 09:56:53,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),78,,,,,,,,,,,,,,,,
,Br63,-34.5873660228758,119.637229134763,2022-12-12,2022-12-12 02:10:43,2022-12-12 10:10:43,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),79,,,,Northern cameras checked and all recording ,,,,,,,,,,,,
,Br153,-34.5736000714817,119.662306800678,2022-12-12,2022-12-12 02:27:36,2022-12-12 10:27:36,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),80,,,,"After drop all cameras and lights were checked and tightened, cameras were synced with lights and claps ",,,,,,,,,,,,
,Br67,-34.6105114963673,119.652694634899,2022-12-12,2022-12-12 02:48:26,2022-12-12 10:48:26,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),80,,,,,,,,,,,,,,,,
,Br20,-34.6068619903565,119.614955281529,2022-12-12,2022-12-12 03:07:20,2022-12-12 11:07:20,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),78,,,,,,,,,,,,,,,,
,Br149,-34.6245131097376,119.631851711674,2022-12-12,2022-12-12 03:23:26,2022-12-12 11:23:26,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),81,,,,,,,,,,,,,,,,
,Br176,-34.6347257786644,119.624184639233,2022-12-12,2022-12-12 03:36:15,2022-12-12 11:36:15,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),81,,,,,,,,,,,,,,,,
