Dot Point Measurements																									
																									
"Generated: Tuesday, June 28, 2022 18:32:22"																									
																									
Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	BROAD	MORPHOLOGY	TYPE	FieldOfView	Relief	CODE			Radius %
Huon_17_4_1276.png	0		941	960			17_4										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			46.5
Huon_17_4_1276.png	0		139	1342			17_4										Open Water			Open					64.2
Huon_17_4_1276.png	0		406	1342			17_4										Open Water			Open					46.9
Huon_17_4_1276.png	0		674	1342			17_4										Unconsolidated	Sand / mud (coarse sand)		Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			46.9
Huon_17_4_1276.png	0		941	1342			17_4										Unconsolidated	Sand / mud (coarse sand)		Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			64.2
Huon_17_4_1276.png	0		139	1724			17_4										Open Water			Open					100
Huon_17_4_1276.png	0		406	1724			17_4										Open Water			Open					89.9
Huon_17_4_1276.png	0		674	1724			17_4										Unconsolidated	Sand / mud (coarse sand)		Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			89.9
Huon_17_4_1276.png	0		941	1724			17_4										Unconsolidated	Sand / mud (coarse sand)		Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			100
Huon_17_5_1260.png	0		139	196			17_5										Open Water			Open					100
Huon_17_5_1260.png	0		406	196			17_5										Open Water			Open					89.9
Huon_17_5_1260.png	0		674	196			17_5										Open Water			Open					89.9
Huon_17_5_1260.png	0		941	196			17_5										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			100
Huon_17_5_1260.png	0		139	578			17_5										Open Water			Open					64.2
Huon_17_5_1260.png	0		406	578			17_5										Open Water			Open					46.9
Huon_17_5_1260.png	0		674	578			17_5										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			46.9
Huon_17_5_1260.png	0		941	578			17_5										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			64.2
Huon_17_5_1260.png	0		139	960			17_5										Open Water			Open					46.5
Huon_17_5_1260.png	0		406	960			17_5										Open Water			Open					15.5
Huon_17_5_1260.png	0		674	960			17_5										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			15.5
Huon_17_5_1260.png	0		941	960			17_5										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			46.5
Huon_17_5_1260.png	0		139	1342			17_5										Open Water			Open					64.2
Huon_17_5_1260.png	0		406	1342			17_5										Open Water			Open					46.9
Huon_17_5_1260.png	0		674	1342			17_5										Unconsolidated	Sand / mud (coarse sand)		Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			46.9
Huon_17_5_1260.png	0		941	1342			17_5										Unconsolidated	Sand / mud (coarse sand)		Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			64.2
Huon_17_5_1260.png	0		139	1724			17_5										Open Water			Open					100
Huon_17_5_1260.png	0		406	1724			17_5										Open Water			Open					89.9
Huon_17_5_1260.png	0		674	1724			17_5										Unconsolidated	Sand / mud (coarse sand)		Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			89.9
Huon_17_5_1260.png	0		941	1724			17_5										Unconsolidated	Sand / mud (coarse sand)		Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			100
Huon_17_6_1278.png	0		139	196			17_6										Open Water			Open					100
Huon_17_6_1278.png	0		406	196			17_6										Open Water			Open					89.9
Huon_17_6_1278.png	0		674	196			17_6										Open Water			Open					89.9
Huon_17_6_1278.png	0		941	196			17_6										Open Water			Open					100
Huon_17_6_1278.png	0		139	578			17_6										Open Water			Open					64.2
Huon_17_6_1278.png	0		406	578			17_6										Open Water			Open					46.9
Huon_17_6_1278.png	0		674	578			17_6										Open Water			Open					46.9
Huon_17_6_1278.png	0		941	578			17_6										Open Water			Open					64.2
Huon_17_6_1278.png	0		139	960			17_6										Open Water			Open					46.5
Huon_17_6_1278.png	0		406	960			17_6										Open Water			Open					15.5
Huon_17_6_1278.png	0		674	960			17_6										Open Water			Open					15.5
Huon_17_6_1278.png	0		941	960			17_6										Open Water			Open					46.5
Huon_17_6_1278.png	0		139	1342			17_6										Open Water			Open					64.2
Huon_17_6_1278.png	0		406	1342			17_6										Open Water			Open					46.9
Huon_17_6_1278.png	0		674	1342			17_6										Open Water			Limited					46.9
Huon_17_6_1278.png	0		941	1342			17_6										Open Water			Limited					64.2
Huon_17_6_1278.png	0		139	1724			17_6										Open Water			Open					100
Huon_17_6_1278.png	0		406	1724			17_6										Open Water			Open					89.9
Huon_17_6_1278.png	0		674	1724			17_6										Open Water			Limited					89.9
Huon_17_6_1278.png	0		941	1724			17_6										Open Water			Limited					100
Huon_18_1_1280.png	0		139	196			18_1										Open Water			Open					100
Huon_18_1_1280.png	0		406	196			18_1										Invertebrate Complex	Complex 4		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				89.9
Huon_18_1_1280.png	0		674	196			18_1										Invertebrate Complex	Complex 2		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				89.9
Huon_18_1_1280.png	0		941	196			18_1										Invertebrate Complex	Complex 2		Open	3. Good relief structure with some overhangs. >45 substrate slope				100
Huon_18_1_1280.png	0		139	578			18_1										Open Water			Open					64.2
Huon_18_1_1280.png	0		406	578			18_1										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				46.9
Huon_18_1_1280.png	0		674	578			18_1										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				46.9
Huon_18_1_1280.png	0		941	578			18_1										Invertebrate Complex	Complex 2		Open	3. Good relief structure with some overhangs. >45 substrate slope				64.2
Huon_18_1_1280.png	0		139	960			18_1										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				46.5
Huon_18_1_1280.png	0		406	960			18_1										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				15.5
Huon_18_1_1280.png	0		674	960			18_1										Invertebrate Complex	Complex 2		Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				15.5
Huon_18_1_1280.png	0		941	960			18_1										Invertebrate Complex	Complex 2		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				46.5
Huon_18_1_1280.png	0		139	1342			18_1										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				64.2
Huon_18_1_1280.png	0		406	1342			18_1										Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				46.9
Huon_18_1_1280.png	0		674	1342			18_1										Invertebrate Complex	Complex 2		Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				46.9
Huon_18_1_1280.png	0		941	1342			18_1										Invertebrate Complex	Complex 2		Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				64.2
Huon_18_1_1280.png	0		139	1724			18_1										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				100
Huon_18_1_1280.png	0		406	1724			18_1										Invertebrate Complex	Complex 2		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				89.9
Huon_18_1_1280.png	0		674	1724			18_1										Invertebrate Complex	Complex 2		Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				89.9
Huon_18_1_1280.png	0		941	1724			18_1										Invertebrate Complex	Complex 2		Limited	3. Good relief structure with some overhangs. >45 substrate slope				100
Huon_18_3_1278.png	0		139	196			18_3										Open Water			Open					100
Huon_18_3_1278.png	0		406	196			18_3										Invertebrate Complex	Complex 2		Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				89.9
Huon_18_3_1278.png	0		674	196			18_3										Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			89.9
Huon_18_3_1278.png	0		941	196			18_3										Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			100
Huon_18_3_1278.png	0		139	578			18_3										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				64.2
Huon_18_3_1278.png	0		406	578			18_3										Invertebrate Complex	Complex 4		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				46.9
Huon_18_3_1278.png	0		674	578			18_3										Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			46.9
Huon_18_3_1278.png	0		941	578			18_3										Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			64.2
Huon_18_3_1278.png	0		139	960			18_3										Open Water			Open					46.5
Huon_18_3_1278.png	0		406	960			18_3										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				15.5
Huon_18_3_1278.png	0		674	960			18_3										Unconsolidated	Sand / mud (coarse sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	82001014			15.5
Huon_18_3_1278.png	0		941	960			18_3										Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			46.5
Huon_18_3_1278.png	0		139	1342			18_3										Open Water			Open					64.2
Huon_18_3_1278.png	0		406	1342			18_3										Invertebrate Complex	Complex 4		Limited	3. Good relief structure with some overhangs. >45 substrate slope				46.9
Huon_18_3_1278.png	0		674	1342			18_3										Invertebrate Complex	Complex 2		Limited	3. Good relief structure with some overhangs. >45 substrate slope				46.9
Huon_18_3_1278.png	0		941	1342			18_3										Invertebrate Complex	Complex 2		Open	3. Good relief structure with some overhangs. >45 substrate slope				64.2
Huon_18_3_1278.png	0		139	1724			18_3										Open Water			Open					100
Huon_18_3_1278.png	0		406	1724			18_3										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				89.9
Huon_18_3_1278.png	0		674	1724			18_3										Invertebrate Complex	Complex 3		Limited	3. Good relief structure with some overhangs. >45 substrate slope				89.9
Huon_18_3_1278.png	0		941	1724			18_3										Invertebrate Complex	Complex 3		Limited	3. Good relief structure with some overhangs. >45 substrate slope				100
Huon_18_4_1260.png	0		139	196			18_4										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				100
Huon_18_4_1260.png	0		406	196			18_4										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				89.9
Huon_18_4_1260.png	0		674	196			18_4										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				89.9
Huon_18_4_1260.png	0		941	196			18_4										Invertebrate Complex	Complex 2		Open	3. Good relief structure with some overhangs. >45 substrate slope				100
Huon_18_4_1260.png	0		139	578			18_4										Open Water			Open					64.2
Huon_18_4_1260.png	0		406	578			18_4										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				46.9
Huon_18_4_1260.png	0		674	578			18_4										Invertebrate Complex	Complex 2		Open	3. Good relief structure with some overhangs. >45 substrate slope				46.9
Huon_18_4_1260.png	0		941	578			18_4										Invertebrate Complex	Complex 2		Open	3. Good relief structure with some overhangs. >45 substrate slope				64.2
Huon_18_4_1260.png	0		139	960			18_4										Open Water			Open					46.5
Huon_18_4_1260.png	0		406	960			18_4										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				15.5
Huon_18_4_1260.png	0		674	960			18_4										Invertebrate Complex	Complex 2		Open	3. Good relief structure with some overhangs. >45 substrate slope				15.5
Huon_18_4_1260.png	0		941	960			18_4										Invertebrate Complex	Complex 2		Open	3. Good relief structure with some overhangs. >45 substrate slope				46.5
Huon_18_4_1260.png	0		139	1342			18_4										Open Water			Open					64.2
Huon_18_4_1260.png	0		406	1342			18_4										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				46.9
Huon_18_4_1260.png	0		674	1342			18_4										Invertebrate Complex	Complex 2		Limited	3. Good relief structure with some overhangs. >45 substrate slope				46.9
Huon_18_4_1260.png	0		941	1342			18_4										Invertebrate Complex	Complex 2		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				64.2
Huon_18_4_1260.png	0		139	1724			18_4										Open Water			Open					100
Huon_18_4_1260.png	0		406	1724			18_4										Open Water			Open					89.9
Huon_18_4_1260.png	0		674	1724			18_4										Invertebrate Complex	Complex 2		Limited	3. Good relief structure with some overhangs. >45 substrate slope				89.9
Huon_18_4_1260.png	0		941	1724			18_4										Invertebrate Complex	Complex 2		Limited	3. Good relief structure with some overhangs. >45 substrate slope				100
Huon_18_5_1260.png	0		139	196			18_5										Open Water			Open					100
Huon_18_5_1260.png	0		406	196			18_5										Open Water			Open					89.9
Huon_18_5_1260.png	0		674	196			18_5										Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				89.9
Huon_18_5_1260.png	0		941	196			18_5										Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				100
Huon_18_5_1260.png	0		139	578			18_5										Open Water			Open					64.2
Huon_18_5_1260.png	0		406	578			18_5										Open Water			Open					46.9
Huon_18_5_1260.png	0		674	578			18_5										Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				46.9
Huon_18_5_1260.png	0		941	578			18_5										Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				64.2
Huon_18_5_1260.png	0		139	960			18_5										Open Water			Open					46.5
Huon_18_5_1260.png	0		406	960			18_5										Open Water			Open					15.5
Huon_18_5_1260.png	0		674	960			18_5										Invertebrate Complex	Complex 2		Limited	3. Good relief structure with some overhangs. >45 substrate slope				15.5
Huon_18_5_1260.png	0		941	960			18_5										Invertebrate Complex	Complex 2		Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				46.5
Huon_18_5_1260.png	0		139	1342			18_5										Open Water			Open					64.2
Huon_18_5_1260.png	0		406	1342			18_5										Open Water			Open					46.9
Huon_18_5_1260.png	0		674	1342			18_5										Invertebrate Complex	Complex 4		Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				46.9
Huon_18_5_1260.png	0		941	1342			18_5										Invertebrate Complex	Complex 2		Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				64.2
Huon_18_5_1260.png	0		139	1724			18_5										Open Water			Open					100
Huon_18_5_1260.png	0		406	1724			18_5										Open Water			Open					89.9
Huon_18_5_1260.png	0		674	1724			18_5										Invertebrate Complex	Complex 4		Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				89.9
Huon_18_5_1260.png	0		941	1724			18_5										Invertebrate Complex	Complex 2		Limited	3. Good relief structure with some overhangs. >45 substrate slope				100
Huon_18_6_1258.png	0		139	196			18_6										Open Water			Facing Up					100
Huon_18_6_1258.png	0		406	196			18_6										Open Water			Facing Up					89.9
Huon_18_6_1258.png	0		674	196			18_6										Open Water			Facing Up					89.9
Huon_18_6_1258.png	0		941	196			18_6										Open Water			Facing Up					100
Huon_18_6_1258.png	0		139	578			18_6										Open Water			Facing Up					64.2
Huon_18_6_1258.png	0		406	578			18_6										Open Water			Facing Up					46.9
Huon_18_6_1258.png	0		674	578			18_6										Open Water			Facing Up					46.9
Huon_18_6_1258.png	0		941	578			18_6										Open Water			Facing Up					64.2
Huon_18_6_1258.png	0		139	960			18_6										Open Water			Facing Up					46.5
Huon_18_6_1258.png	0		406	960			18_6										Open Water			Facing Up					15.5
Huon_18_6_1258.png	0		674	960			18_6										Open Water			Facing Up					15.5
Huon_18_6_1258.png	0		941	960			18_6										Open Water			Facing Up					46.5
Huon_18_6_1258.png	0		139	1342			18_6										Open Water			Facing Up					64.2
Huon_18_6_1258.png	0		406	1342			18_6										Open Water			Facing Up					46.9
Huon_18_6_1258.png	0		674	1342			18_6										Open Water			Facing Up					46.9
Huon_18_6_1258.png	0		941	1342			18_6										Invertebrate Complex	Complex 4		Limited	3. Good relief structure with some overhangs. >45 substrate slope				64.2
Huon_18_6_1258.png	0		139	1724			18_6										Open Water			Facing Up					100
Huon_18_6_1258.png	0		406	1724			18_6										Open Water			Facing Up					89.9
Huon_18_6_1258.png	0		674	1724			18_6										Open Water			Limited					89.9
Huon_18_6_1258.png	0		941	1724			18_6										Open Water			Limited					100
Huon_19_1_1280.png	0		139	196			19_1										Open Water			Open					100
Huon_19_1_1280.png	0		406	196			19_1										Open Water			Open					89.9
Huon_19_1_1280.png	0		674	196			19_1										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			89.9
Huon_19_1_1280.png	0		941	196			19_1										Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			100
Huon_19_1_1280.png	0		139	578			19_1										Open Water			Open					64.2
Huon_19_1_1280.png	0		406	578			19_1										Open Water			Open					46.9
Huon_19_1_1280.png	0		674	578			19_1										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			46.9
Huon_19_1_1280.png	0		941	578			19_1										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			64.2
Huon_19_1_1280.png	0		139	960			19_1										Open Water			Open					46.5
Huon_19_1_1280.png	0		406	960			19_1										Open Water			Open					15.5
Huon_19_1_1280.png	0		674	960			19_1										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			15.5
Huon_19_1_1280.png	0		941	960			19_1										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			46.5
Huon_19_1_1280.png	0		139	1342			19_1										Open Water			Open					64.2
Huon_19_1_1280.png	0		406	1342			19_1										Open Water			Open					46.9
Huon_19_1_1280.png	0		674	1342			19_1										Unconsolidated	Sand / mud (coarse sand)		Limited	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			46.9
Huon_19_1_1280.png	0		941	1342			19_1										Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			64.2
Huon_19_1_1280.png	0		139	1724			19_1										Open Water			Open					100
Huon_19_1_1280.png	0		406	1724			19_1										Open Water			Open					89.9
Huon_19_1_1280.png	0		674	1724			19_1										Unconsolidated	Sand / mud (coarse sand)		Limited	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			89.9
Huon_19_1_1280.png	0		941	1724			19_1										Unconsolidated	Sand / mud (coarse sand)		Limited	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			100
Huon_19_2_1276.png	0		139	196			19_2										Open Water			Open					100
Huon_19_2_1276.png	0		406	196			19_2										Invertebrate Complex	Complex 4		Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				89.9
Huon_19_2_1276.png	0		674	196			19_2										Invertebrate Complex	Complex 4		Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				89.9
Huon_19_2_1276.png	0		941	196			19_2										Invertebrate Complex	Complex 2		Open	3. Good relief structure with some overhangs. >45 substrate slope				100
Huon_19_2_1276.png	0		139	578			19_2										Open Water			Open					64.2
Huon_19_2_1276.png	0		406	578			19_2										Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				46.9
Huon_19_2_1276.png	0		674	578			19_2										Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				46.9
Huon_19_2_1276.png	0		941	578			19_2										Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				64.2
Huon_19_2_1276.png	0		139	960			19_2										Open Water			Open					46.5
Huon_19_2_1276.png	0		406	960			19_2										Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				15.5
Huon_19_2_1276.png	0		674	960			19_2										Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				15.5
Huon_19_2_1276.png	0		941	960			19_2										Invertebrate Complex	Complex 2		Open	3. Good relief structure with some overhangs. >45 substrate slope				46.5
Huon_19_2_1276.png	0		139	1342			19_2										Open Water			Open					64.2
Huon_19_2_1276.png	0		406	1342			19_2										Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				46.9
Huon_19_2_1276.png	0		674	1342			19_2										Invertebrate Complex	Complex 2		Limited	3. Good relief structure with some overhangs. >45 substrate slope				46.9
Huon_19_2_1276.png	0		941	1342			19_2										Invertebrate Complex	Complex 2		Open	3. Good relief structure with some overhangs. >45 substrate slope				64.2
Huon_19_2_1276.png	0		139	1724			19_2										Open Water			Open					100
Huon_19_2_1276.png	0		406	1724			19_2										Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				89.9
Huon_19_2_1276.png	0		674	1724			19_2										Invertebrate Complex	Complex 2		Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				89.9
Huon_19_2_1276.png	0		941	1724			19_2										Sponges	Erect forms	Branching	Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"	10000915			100
Huon_19_3_1260.png	0		139	196			19_3										Open Water			Open					100
Huon_19_3_1260.png	0		406	196			19_3										Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				89.9
Huon_19_3_1260.png	0		674	196			19_3										Invertebrate Complex	Complex 2		Open	3. Good relief structure with some overhangs. >45 substrate slope				89.9
Huon_19_3_1260.png	0		941	196			19_3										Unconsolidated	Sand / mud (coarse sand)		Open	3. Good relief structure with some overhangs. >45 substrate slope	82001014			100
Huon_19_3_1260.png	0		139	578			19_3										Open Water			Open					64.2
Huon_19_3_1260.png	0		406	578			19_3										Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				46.9
Huon_19_3_1260.png	0		674	578			19_3										Invertebrate Complex	Complex 4		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				46.9
Huon_19_3_1260.png	0		941	578			19_3										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			64.2
Huon_19_3_1260.png	0		139	960			19_3										Open Water			Open					46.5
Huon_19_3_1260.png	0		406	960			19_3										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				15.5
Huon_19_3_1260.png	0		674	960			19_3										Unconsolidated	Sand / mud (coarse sand)		Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			15.5
Huon_19_3_1260.png	0		941	960			19_3										Invertebrate Complex	Complex 3		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				46.5
Huon_19_3_1260.png	0		139	1342			19_3										Open Water			Open					64.2
Huon_19_3_1260.png	0		406	1342			19_3										Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				46.9
Huon_19_3_1260.png	0		674	1342			19_3										Invertebrate Complex	Complex 4		Limited	3. Good relief structure with some overhangs. >45 substrate slope				46.9
Huon_19_3_1260.png	0		941	1342			19_3										Invertebrate Complex	Complex 1		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				64.2
Huon_19_3_1260.png	0		139	1724			19_3										Open Water			Open					100
Huon_19_3_1260.png	0		406	1724			19_3										Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				89.9
Huon_19_3_1260.png	0		674	1724			19_3										Invertebrate Complex	Complex 4		Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				89.9
Huon_19_3_1260.png	0		941	1724			19_3										Invertebrate Complex	Complex 4		Limited	3. Good relief structure with some overhangs. >45 substrate slope				100
Huon_19_4_1279.png	0		139	196			19_4										Invertebrate Complex	Complex 2		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				100
Huon_19_4_1279.png	0		406	196			19_4										Invertebrate Complex	Complex 2		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				89.9
Huon_19_4_1279.png	0		674	196			19_4										Invertebrate Complex	Complex 2		Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				89.9
Huon_19_4_1279.png	0		941	196			19_4										Invertebrate Complex	Complex 2		Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				100
Huon_19_4_1279.png	0		139	578			19_4										Invertebrate Complex	Complex 2		Open	3. Good relief structure with some overhangs. >45 substrate slope				64.2
Huon_19_4_1279.png	0		406	578			19_4										Invertebrate Complex	Complex 2		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				46.9
Huon_19_4_1279.png	0		674	578			19_4										Invertebrate Complex	Complex 2		Limited	3. Good relief structure with some overhangs. >45 substrate slope				46.9
Huon_19_4_1279.png	0		941	578			19_4										Invertebrate Complex	Complex 2		Limited	3. Good relief structure with some overhangs. >45 substrate slope				64.2
Huon_19_4_1279.png	0		139	960			19_4										Invertebrate Complex	Complex 2		Open	3. Good relief structure with some overhangs. >45 substrate slope				46.5
Huon_19_4_1279.png	0		406	960			19_4										Invertebrate Complex	Complex 2		Open	3. Good relief structure with some overhangs. >45 substrate slope				15.5
Huon_19_4_1279.png	0		674	960			19_4										Invertebrate Complex	Complex 2		Limited	3. Good relief structure with some overhangs. >45 substrate slope				15.5
Huon_19_4_1279.png	0		941	960			19_4										Invertebrate Complex	Complex 4		Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				46.5
Huon_19_4_1279.png	0		139	1342			19_4										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				64.2
Huon_19_4_1279.png	0		406	1342			19_4										Invertebrate Complex	Complex 2		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				46.9
Huon_19_4_1279.png	0		674	1342			19_4										Invertebrate Complex	Complex 2		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				46.9
Huon_19_4_1279.png	0		941	1342			19_4										Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				64.2
Huon_19_4_1279.png	0		139	1724			19_4										Open Water			Open					100
