Dot Point Measurements

Generated: Thursday 07 July 2022 09:17:14

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	BROAD	MORPHOLOGY	TYPE	FieldOfView	Relief	CODE			Radius %
167.jpg	      0		1648	588													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			70.9
167.jpg	      0		1738	773													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			63.1
167.jpg	      0		1919	1321													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			43.6
167.jpg	      0		1908	965													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			57.8
167.jpg	      0		1717	1374													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			35.3
167.jpg	      0		1763	1299													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			39.6
167.jpg	      0		1631	879													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			56.4
167.jpg	      0		2139	562													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			81.2
167.jpg	      0		2156	1666																					44.0
167.jpg	      0		1714	1546													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			28.3
167.jpg	      0		1833	1852													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			25.7
167.jpg	      0		2117	1273													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			52.5
167.jpg	      0		2124	418													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			87.2
167.jpg	      0		1823	2632													Macroalgae	Filamentous and filiform		Open		80300930			41.9
167.jpg	      0		2026	2493													Macroalgae	Filamentous and filiform		Open		80300930			44.0
167.jpg	      0		1949	2032													Macroalgae	Erect fine branching	Red	Open		90300910			31.2
167.jpg	      0		1780	3037													Macroalgae	Filamentous and filiform		Open		80300930			58.7
167.jpg	      0		1882	2224													Macroalgae	Erect fine branching	Red	Open		90300910			30.6
167.jpg	      0		1640	2808													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			45.4
167.jpg	      0		1766	2122													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			23.2
167.jpg	      0		1662	3718													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			90.1
167.jpg	      0		1750	3409													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			75.9
167.jpg	      0		2047	2257													Macroalgae	Erect fine branching	Red	Open		90300910			38.9
167.jpg	      0		2147	2858													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			61.0
167.jpg	      0		1791	2886													Macroalgae	Filamentous and filiform		Open		80300930			52.0
167.jpg	      0		2078	2057													Macroalgae	Erect fine branching	Red	Open		90300910			37.8
167.jpg	      0		2105	3778													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			99.4
167.jpg	      0		1679	3173													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			63.5
167.jpg	      0		2016	1999													Macroalgae	Erect fine branching	Red	Open		90300910			34.4
167.jpg	      0		1700	2870													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			49.4
167.jpg	      0		1677	2818													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			46.6
167.jpg	      0		2143	3032													Macroalgae	Filamentous and filiform		Open		80300930			67.6
167.jpg	      0		2061	3576													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			89.2
17.jpg	      0		541	1693													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			41.2
17.jpg	      0		614	1677													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			37.9
17.jpg	      0		575	753													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			68.1
17.jpg	      0		946	812													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			56.9
17.jpg	      0		1055	697													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			60.8
17.jpg	      0		825	1245													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			41.1
17.jpg	      0		833	561													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			70.6
17.jpg	      0		767	638													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			68.4
17.jpg	      0		636	1797													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			35.7
17.jpg	      0		697	109													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			94.0
17.jpg	      0		602	739													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			67.9
17.jpg	      0		551	88													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			97.7
17.jpg	      0		984	1562													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			24.1
17.jpg	      0		863	665													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			65.2
17.jpg	      0		1064	743													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			58.4
17.jpg	      0		640	27													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			98.9
17.jpg	      0		730	267													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			86.1
17.jpg	      0		933	852													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			55.3
17.jpg	      0		835	584													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			69.5
17.jpg	      0		599	1040													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			56.1
17.jpg	      0		1030	3259													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			70.3
17.jpg	      0		716	2829													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			56.6
17.jpg	      0		971	2290													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			27.6
17.jpg	      0		564	2612													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			53.3
17.jpg	      0		710	3395													Seagrasses	Strap-like leaves		Open		63600903			81.7
17.jpg	      0		571	3354													Seagrasses	Strap-like leaves		Open		63600903			82.8
17.jpg	      0		794	2549													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			43.1
17.jpg	      0		731	1976													Macroalgae	Drift		Open		80300000_2			31.1
17.jpg	      0		648	3767													Seagrasses	Strap-like leaves		Open		63600903			100.0
17.jpg	      0		712	2217													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			35.7
17.jpg	      0		705	2375													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			40.3
17.jpg	      0		970	3555													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			85.3
17.jpg	      0		807	3812													Seagrasses	Strap-like leaves		Open		63600903			99.7
17.jpg	      0		776	3311													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			76.5
17.jpg	      0		769	3037													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			64.2
17.jpg	      0		795	2229													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			32.4
17.jpg	      0		731	2918													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			60.0
17.jpg	      0		1009	2906													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			53.6
17.jpg	      0		767	2403													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			38.8
17.jpg	      0		577	2357													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			45.1
17.jpg	      0		2066	3759													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			100.0
17.jpg	      0		1788	2431													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			35.0
17.jpg	      0		1995	2087													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			33.8
17.jpg	      0		1952	2834													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			56.1
17.jpg	      0		1895	2351													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			35.8
17.jpg	      0		1962	2260													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			35.8
17.jpg	      0		1713	2343													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			29.2
17.jpg	      0		2076	3539													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			90.0
17.jpg	      0		1707	2598													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			39.8
17.jpg	      0		2040	3067													Macroalgae	Drift		Open		80300000_2			68.3
17.jpg	      0		1810	3721													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			94.3
17.jpg	      0		2009	3490													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			86.4
17.jpg	      0		2039	2483													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			45.6
17.jpg	      0		1994	2012													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			32.8
17.jpg	      0		1919	3725													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			95.9
17.jpg	      0		1722	2433													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			33.1
17.jpg	      0		2061	2963													Macroalgae	Drift		Open		80300000_2			64.4
17.jpg	      0		2008	2452													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			43.4
17.jpg	      0		2105	2605													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			52.1
17.jpg	      0		2000	2421													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			42.1
17.jpg	      0		1665	1238													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			35.8
17.jpg	      0		2109	1201													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			50.8
17.jpg	      0		1995	619													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			70.6
17.jpg	      0		1963	1906													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			30.6
17.jpg	      0		2032	272													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			87.1
17.jpg	      0		1998	1255													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			45.0
17.jpg	      0		2113	1605													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			40.5
17.jpg	      0		1854	1322													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			37.6
17.jpg	      0		1650	369													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			76.8
17.jpg	      0		1861	458													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			75.4
17.jpg	      0		1974	1491													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			36.8
17.jpg	      0		2120	1147													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			53.1
17.jpg	      0		2012	434													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			79.3
17.jpg	      0		2067	1387													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			43.4
17.jpg	      0		1852	1632													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			28.0
17.jpg	      0		1826	460													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			74.7
17.jpg	      0		1845	208													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			87.0
17.jpg	      0		1684	1248													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			35.7
17.jpg	      0		1639	1373													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			29.2
17.jpg	      0		2058	1738													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			36.1
170.jpg	      0		792	1632													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			31.4
170.jpg	      0		834	1022													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			53.4
170.jpg	      0		997	1065													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			48.1
170.jpg	      0		1002	256													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			87.8
170.jpg	      0		972	517													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			75.1
170.jpg	      0		687	1651													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			35.7
170.jpg	      0		698	228													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			93.2
170.jpg	      0		587	587													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			78.8
170.jpg	      0		874	1008													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			53.1
170.jpg	      0		915	710													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			66.5
170.jpg	      0		903	959													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			54.8
170.jpg	      0		627	233													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			94.3
170.jpg	      0		699	1074													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			54.7
170.jpg	      0		884	690													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			68.0
170.jpg	      0		741	143													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			96.6
170.jpg	      0		847	1777													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			25.7
170.jpg	      0		1003	576													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			71.9
170.jpg	      0		574	558													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			80.4
170.jpg	      0		730	1718													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			32.3
170.jpg	      0		719	838													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			64.4
170.jpg	      0		902	3530													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			82.9
170.jpg	      0		678	3164													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			69.6
170.jpg	      0		651	2830													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			56.0
170.jpg	      0		939	3574													Macroalgae	Filamentous and filiform		Open		80300930			84.6
170.jpg	      0		699	3692													Macroalgae	Filamentous and filiform		Open		80300930			93.8
170.jpg	      0		759	3538													Macroalgae	Filamentous and filiform		Open		80300930			85.4
170.jpg	      0		961	1995													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			18.4
170.jpg	      0		963	2539													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			34.8
170.jpg	      0		609	2941													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			61.8
170.jpg	      0		1069	3211													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			65.1
170.jpg	      0		807	3780													Macroalgae	Filamentous and filiform		Open		80300930			96.4
170.jpg	      0		828	2518													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			38.0
170.jpg	      0		982	3450													Macroalgae	Filamentous and filiform		Open		80300930			77.9
170.jpg	      0		786	2081													Macroalgae	Filamentous and filiform		Open		80300930			27.9
170.jpg	      0		718	3613													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			89.7
170.jpg	      0		576	2583													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			49.5
170.jpg	      0		746	3068													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			63.7
170.jpg	      0		976	2047													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			18.1
170.jpg	      0		562	1951													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			38.5
170.jpg	      0		918	3329													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			72.8
170.jpg	      0		2004	1891													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			34.9
170.jpg	      0		2013	1727													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			37.0
170.jpg	      0		1765	93													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			97.2
170.jpg	      0		1944	1369													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			43.4
170.jpg	      0		1708	208													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			90.9
170.jpg	      0		1735	858													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			59.5
170.jpg	      0		1813	1140													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			48.3
170.jpg	      0		1756	1840													Macroalgae	Filamentous and filiform		Open		80300930			22.9
170.jpg	      0		1650	385													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			81.5
170.jpg	      0		1771	502													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			77.3
170.jpg	      0		2032	1750													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			37.6
170.jpg	      0		1868	1910													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			27.9
170.jpg	      0		2122	942													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			65.6
170.jpg	      0		2034	120													Macroalgae	Drift		Open		80300000_2			100.0
170.jpg	      0		1698	879													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			57.9
170.jpg	      0		2084	1369													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			48.9
170.jpg	      0		1757	193													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			92.2
170.jpg	      0		1766	1648													Macroalgae	Filamentous and filiform		Open		80300930			27.5
170.jpg	      0		1760	1028													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			52.1
170.jpg	      0		1655	1707													Macroalgae	Filamentous and filiform		Open		80300930			21.1
170.jpg	      0		1767	3788													Macroalgae	Filamentous and filiform		Open		80300930			95.9
170.jpg	      0		1740	2079													Macroalgae	Drift		Open		80300000_2			22.2
170.jpg	      0		1757	3031													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			59.1
170.jpg	      0		1761	2319													Macroalgae	Filamentous and filiform		Open		80300930			29.1
170.jpg	      0		1770	2496													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			35.8
170.jpg	      0		1649	2769													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			44.7
170.jpg	      0		1901	2304													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			34.4
170.jpg	      0		1797	3154													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			65.6
170.jpg	      0		2000	3131													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			69.1
170.jpg	      0		1686	3479													Macroalgae	Filamentous and filiform		Open		80300930			79.7
170.jpg	      0		1741	3659													Macroalgae	Filamentous and filiform		Open		80300930			89.3
170.jpg	      0		1735	2536													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			36.3
170.jpg	      0		1939	2906													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			57.7
170.jpg	      0		1934	2163													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			32.9
170.jpg	      0		1990	2723													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			51.8
170.jpg	      0		1877	3457													Macroalgae	Filamentous and filiform		Open		80300930			81.4
170.jpg	      0		1923	2877													Macroalgae	Filamentous and filiform		Open		80300930			56.0
170.jpg	      0		1753	3129													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			63.7
170.jpg	      0		1806	3114													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			63.9
170.jpg	      0		1964	2959													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			60.7
171.jpg	      0		750	384													Macroalgae	Filamentous and filiform		Open		80300930			73.5
171.jpg	      0		885	1147													Macroalgae	Erect course branching	Brown	Open		80300904			38.7
171.jpg	      0		609	88													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			89.0
171.jpg	      0		874	1641													Macroalgae	Erect fine branching	Brown	Open		80300908			24.1
171.jpg	      0		831	765													Macroalgae	Erect fine branching	Green	Open		80300909			55.5
171.jpg	      0		761	258													Macroalgae	Erect course branching	Brown	Open		80300904			78.8
171.jpg	      0		988	1157													Macroalgae	Erect course branching	Brown	Open		80300904			35.7
171.jpg	      0		801	1220													Macroalgae	Erect course branching	Brown	Open		80300904			38.5
171.jpg	      0		632	970													Macroalgae	Erect course branching	Brown	Open		80300904			52.6
171.jpg	      0		859	448													Macroalgae	Erect fine branching	Brown	Open		80300908			68.8
171.jpg	      0		776	476													Macroalgae	Erect course branching	Brown	Open		80300904			69.0
171.jpg	      0		932	1641													Macroalgae	Erect fine branching	Brown	Open		80300908			21.6
171.jpg	      0		611	21													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			91.9
171.jpg	      0		813	777													Macroalgae	Erect fine branching	Green	Open		80300909			55.5
171.jpg	      0		584	915													Macroalgae	Erect course branching	Brown	Open		80300904			56.0
171.jpg	      0		1018	427													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			67.6
171.jpg	      0		618	610													Macroalgae	Erect fine branching	Brown	Open		80300908			66.8
171.jpg	      0		876	1245													Macroalgae	Erect course branching	Brown	Open		80300904			35.3
171.jpg	      0		819	875													Macroalgae	Erect fine branching	Green	Open		80300909			51.2
171.jpg	      0		730	1345													Macroalgae	Erect fine branching	Green	Open		80300909			37.0
171.jpg	      0		701	2310													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			38.5
171.jpg	      0		833	2510													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			40.8
171.jpg	      0		723	2249													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			36.0
171.jpg	      0		860	2017													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			25.0
171.jpg	      0		954	2913													Macroalgae	Erect fine branching	Brown	Open		80300908			55.0
171.jpg	      0		985	2842													Macroalgae	Erect fine branching	Brown	Open		80300908			51.3
171.jpg	      0		643	2428													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			44.1
171.jpg	      0		775	2374													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			37.8
171.jpg	      0		576	3763													Open Water			Open					98.8
171.jpg	      0		952	2218													Macroalgae	Erect course branching	Brown	Open		80300904			26.7
171.jpg	      0		668	2939													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			61.9
171.jpg	      0		692	2523													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			45.5
171.jpg	      0		558	3783													Open Water			Open					100.0
171.jpg	      0		967	2564													Macroalgae	Erect fine branching	Brown	Open		80300908			39.6
171.jpg	      0		732	2562													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			45.7
171.jpg	      0		819	3342													Macroalgae	Filamentous and filiform		Open		80300930			76.2
171.jpg	      0		908	2182													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			27.1
171.jpg	      0		649	3097													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			68.9
171.jpg	      0		718	3104													Seagrasses	Strap-like leaves	Amphibolis sp. with epiphytes algae	Open		63600903			67.6
171.jpg	      0		1041	2645													Macroalgae	Erect course branching	Brown	Open		80300904			41.7
171.jpg	      0		1901	693													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			59.2
171.jpg	      0		1955	1526													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			31.7
171.jpg	      0		1644	1778													Macroalgae	Filamentous and filiform		Open		80300930			13.9
171.jpg	      0		1994	1619													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			31.7
171.jpg	      0		1823	1448													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			28.3
171.jpg	      0		1851	1201													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			37.5
171.jpg	      0		2096	275																					80.9
171.jpg	      0		1875	1392													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			31.9
171.jpg	      0		2131	923													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			56.1
171.jpg	      0		2061	1556													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			35.7
171.jpg	      0		2120	590													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			68.4
171.jpg	      0		1922	813													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			54.6
171.jpg	      0		1753	1244													Macroalgae	Filamentous and filiform		Open		80300930			33.1
171.jpg	      0		1750	463													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			66.7
171.jpg	      0		1962	1258													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			39.1
171.jpg	      0		2105	200													Macroalgae	Erect course branching	Brown	Open		80300904			84.3
171.jpg	      0		2030	172													Macroalgae	Filamentous and filiform		Open		80300930			84.1
171.jpg	      0		1870	1119													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			41.1
171.jpg	      0		1810	1279													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			33.5
171.jpg	      0		2028	704													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			61.6
171.jpg	      0		1668	2689													Macroalgae	Filamentous and filiform		Open		80300930			43.7
171.jpg	      0		1995	2299													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			37.8
171.jpg	      0		2145	2235													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			42.3
171.jpg	      0		2090	3801													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			99.8
171.jpg	      0		2065	2256													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			39.5
171.jpg	      0		1942	2322													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			36.6
171.jpg	      0		1730	3113													Macroalgae	Filamentous and filiform		Open		80300930			63.6
171.jpg	      0		2081	2451													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			45.5
171.jpg	      0		1706	2726													Macroalgae	Filamentous and filiform		Open		80300930			45.9
171.jpg	      0		1654	2134													Macroalgae	Filamentous and filiform		Open		80300930			20.6
171.jpg	      0		2137	2570													Seagrasses	Strap-like leaves	Posidonia sp. with epiphytes algae	Open		63600903			51.3
