campaignid,sample,Broad: Consolidated: Rock: Turf mat,Broad: Consolidated: Rock: Veneer,Broad: Echinodermata: Ophiuroids: Brittle stars,Broad: Invertebrate Complex: Complex 1: ,Broad: Invertebrate Complex: Complex 2: ,Broad: Invertebrate Complex: Complex 3: ,Broad: Invertebrate Complex: Complex 4: ,Broad: Macroalgae: Erect fine branching: Red,Broad: Macroalgae: Large canopy-forming: Brown,Broad: Octocoral/Black: Branching (3D): ,Broad: Open Water: : ,Broad: Sponges: Crusts: Encrusting,Broad: Sponges: Erect forms: Branching,Broad: Sponges: Erect forms: Lamiar,Broad: Sponges: Erect forms: Palmate,Broad: Sponges: Hollow forms: Cups and alikes,Broad: Sponges: Large Multi Form >10cm: ,Broad: Sponges: Massive forms: Simple,Broad: Unconsolidated: Pebble / gravel (biogenic): Coquina/Shellhash,mean.relief,sd.relief,method,planned.or.exploratory,Date,Time,Depth,Location,Site,Status,Latitude,Longitude,Inc_prob,Observer,Successful.count,Successful.length,Habitat.image.forward,Analysis.notes
Freycinet_202108,23_2,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,4,2,4.472135955,BRUV,MBH,8/09/2021,13:51,129,Freycinet North,23,Fished,-41.70985756,148.5670998,0.00160957,NFH,Y,Y,Y,"1 handfish (YIPPPEEE) ,flathead, sawtail shark"
Freycinet_202108,23_3,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1.8,4.024922359,BRUV,MBH,8/09/2021,13:55,128,Freycinet North,23,Fished,-41.71207084,148.5633071,0.00160957,NFH,Y,Y,Y,"ID two flatheads, huge sponge on hermit crab"
Freycinet_202108,23_4,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1.8,4.024922359,BRUV,MBH,8/09/2021,14:08,130,Freycinet North,23,Fished,-41.70904876,148.5603492,0.00160957,NFH,Y,Y,Y,"just a grubfish, flathead and hermits "
Freycinet_202108,23_5,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,8/09/2021,13:47,125,Freycinet North,23,Fished,-41.71400911,148.5664794,0.00160957,NFH,Y,Y,Y,"grubfish, hermits, flathead, a macropterus"
Freycinet_202108,23_6,0,0,0,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2.236067977,BRUV,MBH,8/09/2021,14:04,128,Freycinet North,23,Fished,-41.71105243,148.5587148,0.00160957,NFH,Y,Y,Y,"megalops, flathead, gummy shark "
Freycinet_202108,24_1,0,0,0,2,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3.4,2.408318916,BRUV,MBH,5/09/2021,13:03,164,Freycinet AMP,24,IV,-42.17512247,148.5764613,0.349444985,NFH,Y,Y,Y,percoides galore
Freycinet_202108,24_2,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,8,2,4.472135955,BRUV,MBH,5/09/2021,13:23,158,Freycinet AMP,24,IV,-42.17142864,148.5743708,0.000885952,NFH,Y,Y,Y,school of crested bellowfish
Freycinet_202108,24_3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,1.6,3.577708764,BRUV,MBH,5/09/2021,13:08,156,Freycinet AMP,24,IV,-42.17395116,148.5753521,0.349444985,NFH,Y,Y,Y,not much
Freycinet_202108,24_4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,1.8,4.024922359,BRUV,MBH,5/09/2021,12:56,127,Freycinet AMP,24,IV,-42.17581161,148.5739565,0.000885952,NFH,Y,Y,Y,White-spotted Skate
Freycinet_202108,24_5,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,1,1.8,4.024922359,BRUV,MBH,5/09/2021,13:19,169,Freycinet AMP,24,IV,-42.17268121,148.5751704,0.349444985,NFH,Y,Y,Y,not much
Freycinet_202108,24_6,0,0,0,8,1,0,0,0,0,0,10,0,0,0,0,0,0,0,1,2,3.082207001,BRUV,MBH,5/09/2021,13:13,124,Freycinet AMP,24,IV,-42.17352796,148.5728441,0.000885952,NFH,Y,Y,Y,catshark (pregnant?)
Freycinet_202108,25_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.94427191,BRUV,MBH,24/08/2021,14:16,64,Freycinet AMP,25,VI,-41.89979921,148.4511825,0.345633,NFH,Y,Y,Y,CAM facing down - many fish species - hard to measure
Freycinet_202108,25_2,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,2.2,3.898717738,BRUV,MBH,24/08/2021,14:27,73,Freycinet AMP,25,VI,-41.90089795,148.4497607,0.345633,NFH,Y,N,Y,CAM tilted - Cool video with many diff fish sp.  - hard to measure
Freycinet_202108,25_3,0,0,0,0,0,2,2,0,0,0,10,0,0,0,0,0,0,0,0,2,3.391164992,BRUV,MBH,24/08/2021,14:24,78,Freycinet AMP,25,VI,-41.89946645,148.449005,0.345633,NFH,Y,N,Y,RIGHT CAM ONLY- no measurements - melbourne skate
Freycinet_202108,25_4,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,2,1.870828693,BRUV,MBH,24/08/2021,14:02,78,Freycinet AMP,25,VI,-41.89928028,148.449483,0.345633,NFH,Y,Y,Y,many difff fish species - cool vid
Freycinet_202108,25_5,0,0,0,1,13,0,4,0,0,0,0,2,0,0,0,0,0,0,0,4,8.94427191,BRUV,MBH,24/08/2021,14:31,65,Freycinet AMP,25,VI,-41.90105671,148.4514521,0.345633,NFH,Y,Y,Y,CAM facing down - hard to measure - Scorpaena Papillosa
Freycinet_202108,25_6,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,0,3,3.31662479,BRUV,MBH,24/08/2021,14:12,75,Freycinet AMP,25,VI,-41.89959779,148.4528657,0.345633,NFH,Y,Y,Y,many difff fish species - cod eating percoides BT 8-10 mins
Freycinet_202108,26_1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,4,1.2,2.683281573,BRUV,MBH,4/09/2021,12:06,106,Freycinet AMP,26,IV,-42.13508683,148.5175265,0.0128306,NFH,Y,Y,Y,sevengill shark attacked the CAM BT 43mins at MaxN
Freycinet_202108,26_2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,2,4.472135955,BRUV,MBH,4/09/2021,11:54,102,Freycinet AMP,26,IV,-42.13212562,148.5235054,0.0128306,NFH,Y,Y,Y,not much
Freycinet_202108,26_3,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,6,2,4.472135955,BRUV,MBH,4/09/2021,12:17,108,Freycinet AMP,26,IV,-42.13727001,148.5158846,0.0128306,NFH,Y,Y,Y,not much
Freycinet_202108,26_4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,4/09/2021,12:02,101,Freycinet AMP,26,IV,-42.13412881,148.5218595,0.0128306,NFH,Y,Y,Y,not much
Freycinet_202108,26_5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,1.8,4.024922359,BRUV,MBH,4/09/2021,12:12,112,Freycinet AMP,26,IV,-42.13583907,148.5151244,0.0128306,NFH,Y,Y,Y,not much
Freycinet_202108,26_6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,2,4.472135955,BRUV,MBH,4/09/2021,11:58,102,Freycinet AMP,26,IV,-42.13269792,148.5210993,0.0128306,NFH,Y,Y,Y,Many diff species
Freycinet_202108,27_1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,3.464101615,BRUV,MBH,28/08/2021,9:29,64,Freycinet North,27,Fished,-41.68233579,148.4112021,0.00160957,NFH,Y,Y,Y,"silverbelly, Melbourne Skate, Grey Morwong in extra"
Freycinet_202108,27_2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,3.082207001,BRUV,MBH,28/08/2021,9:39,67,Freycinet North,27,Fished,-41.67920038,148.4171406,0.00160957,NFH,Y,Y,Y,"Goatfish, Trumpeter"
Freycinet_202108,27_3,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,2,2.34520788,BRUV,MBH,28/08/2021,9:26,65,Freycinet North,27,Fished,-41.68428132,148.4141282,0.00160957,NFH,Y,Y,Y,"Silverbelly, scaber galore"
Freycinet_202108,27_4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,28/08/2021,9:42,68,Freycinet North,27,Fished,-41.68114576,148.4200668,0.00160957,NFH,Y,Y,Y,School of mackerels
Freycinet_202108,27_5,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,2,2.738612788,BRUV,MBH,28/08/2021,9:36,66,Freycinet North,27,Fished,-41.68133333,148.4152,0.00160957,NFH,Y,Y,Y,"Trumpeters, Melbourne Skate  BT 40-45mins, Gunns leatherjacket"
Freycinet_202108,27_6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,28/08/2021,9:31,65,Freycinet North,27,Fished,-41.68032824,148.4133208,0.00160957,NFH,Y,Y,Y,not mcuch
Freycinet_202108,28_1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,2,4.472135955,BRUV,MBH,19/08/2021,13:59,112,Freycinet AMP,28,VI,-41.86047508,148.5452686,0.000691922,NFH,Y,Y,Y,"squalus acanthias?, gummy shark"
Freycinet_202108,28_2,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,3,2,4.472135955,BRUV,MBH,19/08/2021,13:48,114,Freycinet AMP,28,VI,-41.86780516,148.543686,0.000691922,NFH,Y,Y,Y,"squalus megalops, Sevengill shark"
Freycinet_202108,28_3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,19/08/2021,14:05,115,Freycinet AMP,28,VI,-41.86192387,148.55129,0.000691922,NFH,Y,Y,Y,"Squalus megalops, orange spotted catshark, ID flatheads"
Freycinet_202108,28_4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,2,4.472135955,BRUV,MBH,19/08/2021,13:43,116,Freycinet AMP,28,VI,-41.86952915,148.548341,0.000691922,NFH,Y,Y,Y,"Calamari, Draughtboard shark, aurimaculatus"
Freycinet_202108,28_5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,19/08/2021,14:09,113,Freycinet AMP,28,VI,-41.86656664,148.5542941,0.000691922,NFH,Y,Y,Y,"hermit partay, sevengill shark - some not measured, bad angel"
Freycinet_202108,28_6,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,3,1.6,3.577708764,BRUV,MBH,19/08/2021,13:54,116,Freycinet AMP,28,VI,-41.86360626,148.5467522,0.000691922,NFH,Y,Y,Y,just a megalops
Freycinet_202108,29_1,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,3,2,4.472135955,BRUV,MBH,19/08/2021,12:14,101,Freycinet AMP,29,VI,-41.89458862,148.5197747,0.000691922,NFH,Y,Y,Y,not much
Freycinet_202108,29_2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,19/08/2021,11:59,99,Freycinet AMP,29,VI,-41.89180609,148.5122353,0.000691922,NFH,Y,Y,Y,"ID octopus, unknown fish ID (Gurnard sp maybe)"
Freycinet_202108,29_3,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1.6,3.577708764,BRUV,MBH,19/08/2021,12:02,103,Freycinet AMP,29,VI,-41.89658856,148.5183755,0.000691922,NFH,Y,Y,Y,"ID octopus, Dory, Butterfly Gurnard, Gummy Shark"
Freycinet_202108,29_4,0,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,1,1.2,1.788854382,BRUV,MBH,19/08/2021,12:04,98,Freycinet AMP,29,VI,-41.89374878,148.5151741,0.000691922,NFH,Y,Y,Y,not much
Freycinet_202108,29_5,0,0,0,2,4,0,0,0,0,0,10,0,0,0,0,0,0,0,3,2,2.828427125,BRUV,MBH,19/08/2021,11:54,94,Freycinet AMP,29,VI,-41.8957931,148.5104006,0.000691922,NFH,Y,Y,Y,catshark calamari megalops
Freycinet_202108,29_6,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2.236067977,BRUV,MBH,19/08/2021,12:09,99,Freycinet AMP,29,VI,-41.89174456,148.5174324,0.000691922,NFH,Y,N,Y,No left CAM - n.a boringgg
Freycinet_202108,3_1,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,5/09/2021,9:23,101,Freycinet AMP,3,IV,-42.19993751,148.4895235,0.0128306,Ashlee B,Y,Y,Y,acanthias (pregnant?)
Freycinet_202108,3_2,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,5/09/2021,9:31,101,Freycinet AMP,3,IV,-42.20502021,148.4864935,0.0128306,Ashlee B,Y,N,Y,right cam only
Freycinet_202108,3_3,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1.6,3.577708764,BRUV,MBH,5/09/2021,9:38,105,Freycinet AMP,3,IV,-42.20188046,148.4924762,0.0128306,Ashlee B,Y,N,Y,left cam only
Freycinet_202108,3_4,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,5/09/2021,9:18,97,Freycinet AMP,3,IV,-42.19909684,148.4849012,0.0128306,Ashlee B,Y,Y,Y,nadda
Freycinet_202108,3_5,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,5/09/2021,9:34,102,Freycinet AMP,3,IV,-42.20388008,148.4910697,0.0128306,Ashlee B,Y,N,Y,right camera only
Freycinet_202108,3_6,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,5/09/2021,9:27,99,Freycinet AMP,3,IV,-42.20198076,148.4869643,0.0128306,Ashlee B,Y,Y,Y,n.a
Freycinet_202108,30_1,0,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,1.8,2.48997992,BRUV,MBH,16/09/2021,13:51,64,Freycinet AMP,30,VI,-41.89997624,148.4514277,0.345633,NFH,Y,Y,Y,"SEAL@ 42s - beautiful reefs, lotella & many other sp"
Freycinet_202108,30_2,0,0,0,4,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5.338539126,BRUV,MBH,16/09/2021,13:54,74,Freycinet AMP,30,VI,-41.89944819,148.4504513,0.345633,NFH,Y,Y,Y,"Bluetail Leatherjacket (range extension) - Interesting colours, Maclaeyi, bachus galore"
Freycinet_202108,30_3,0,0,0,0,2,6,9,0,0,0,3,0,0,0,0,0,0,0,0,3.4,4.219004622,BRUV,MBH,16/09/2021,13:58,67,Freycinet AMP,30,VI,-41.90088577,148.4507249,0.345633,NFH,Y,Y,Y,Many different sp. 
Freycinet_202108,30_4,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,2,2.738612788,BRUV,MBH,16/09/2021,14:00,81,Freycinet AMP,30,VI,-41.89887747,148.4528494,0.345633,NFH,Y,Y,Y,"SEAL, scorpaena papillosa, many macropterus/percoides"
Freycinet_202108,30_5,0,0,0,0,1,0,1,0,0,0,17,0,1,0,0,0,0,0,0,0.6,1.341640786,BRUV,MBH,16/09/2021,14:08,68,Freycinet AMP,30,VI,-41.90036076,148.4495075,0.345633,NFH,Y,Y,Y,CAMERA FACING UP - Many different sp. (Seal in Extra)
Freycinet_202108,30_6,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,2.2,3.193743885,BRUV,MBH,16/09/2021,14:16,70,Freycinet AMP,30,VI,-41.89906975,148.4518893,0.345633,NFH,Y,Y,Y,Papillosa? Many different sp. seal - beautiful sponges
Freycinet_202108,31_1,1,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,2.915475947,BRUV,MBH,14/09/2021,7:46,142,Freycinet AMP,31,VI,-41.83729833,148.5923317,0,NFH,Y,Y,Y,"many macropterus, pulchella "
Freycinet_202108,31_2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,1.8,3.492849839,BRUV,MBH,14/09/2021,7:54,147,Freycinet AMP,31,VI,-41.83800167,148.5946817,0,NFH,Y,Y,Y,many macropterus
Freycinet_202108,31_3,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1.8,2.049390153,BRUV,MBH,14/09/2021,8:00,150,Freycinet AMP,31,VI,-41.84038167,148.5960333,0,NFH,Y,Y,Y,"many macropterus, catshark, flathead"
Freycinet_202108,31_4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,2,3.082207001,BRUV,MBH,14/09/2021,8:12,145,Freycinet AMP,31,VI,-41.83520167,148.5914033,0,NFH,Y,Y,Y,not much
Freycinet_202108,31_5,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,12,3,4.795831523,BRUV,MBH,14/09/2021,8:19,147,Freycinet AMP,31,VI,-41.833415,148.5910617,0,NFH,Y,N,Y,Miss-labelled video clapper
Freycinet_202108,31_6,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,2,1.8,3.492849839,BRUV,MBH,14/09/2021,8:25,142,Freycinet AMP,31,VI,-41.832135,148.590885,0,NFH,Y,Y,Y,Note: Video Board SIte is wrong???? School of Pilchards approx 2000 - no measurements (30_6)
Freycinet_202108,32_1,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,4,2,4.472135955,BRUV,MBH,14/09/2021,9:55,137,Freycinet AMP,32,VI,-41.801785,148.5772367,0,NFH,Y,Y,Y,latchet polyommata??
Freycinet_202108,32_2,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,7,2,4.472135955,BRUV,MBH,14/09/2021,10:01,146,Freycinet AMP,32,VI,-41.80201667,148.57986,0,NFH,Y,Y,Y,Only Sawtail shark
Freycinet_202108,32_3,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,8,1.8,4.024922359,BRUV,MBH,14/09/2021,10:08,145,Freycinet AMP,32,VI,-41.80231667,148.5834117,0,NFH,Y,Y,Y,Only Sawtail shark
Freycinet_202108,32_4,0,0,0,5,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1.6,3.577708764,BRUV,MBH,14/09/2021,10:16,151,Freycinet AMP,32,VI,-41.80148333,148.5862117,0,NFH,Y,Y,Y,not much
Freycinet_202108,32_5,0,0,0,0,3,1,0,0,0,0,13,0,0,0,0,0,0,0,3,1.4,1.949358869,BRUV,MBH,14/09/2021,10:23,137,Freycinet AMP,32,VI,-41.80533333,148.5861433,0,NFH,Y,Y,Y,"caesioperca juvenile polyommatas, gummy shark"
Freycinet_202108,32_6,0,0,0,2,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2.6,3.974921383,BRUV,MBH,14/09/2021,10:28,137,Freycinet AMP,32,VI,-41.80736833,148.5863633,0,NFH,Y,Y,Y,not much
Freycinet_202108,33_1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,2.6,5.813776741,BRUV,MBH,14/09/2021,12:01,149,Freycinet AMP,33,VI,-41.88156833,148.60285,0,NFH,Y,Y,Y,Blue warehou
Freycinet_202108,33_2,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,4,1.4,1.949358869,BRUV,MBH,14/09/2021,12:06,149,Freycinet AMP,33,VI,-41.88284833,148.6022367,0,NFH,Y,Y,Y,not much
Freycinet_202108,33_3,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,9,2,3.937003937,BRUV,MBH,14/09/2021,12:11,135,Freycinet AMP,33,VI,-41.8843,148.6014983,0,NFH,Y,Y,Y,polyomaata 
Freycinet_202108,33_4,0,0,0,0,6,0,0,0,0,1,13,0,0,0,0,0,0,0,0,1.4,3.130495168,BRUV,MBH,14/09/2021,12:15,147,Freycinet AMP,33,VI,-41.884515,148.6020033,0,NFH,Y,Y,Y,"crayfishes, school of clupeidae (more macropterus in extra) "
Freycinet_202108,33_5,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1.6,1.516575089,BRUV,MBH,14/09/2021,12:02,145,Freycinet AMP,33,VI,-41.88759833,148.602645,0,NFH,Y,Y,Y,"bachus galore, bastard trumpeter, many pulchellas  (many fishes in extra)"
Freycinet_202108,33_6,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,5,2,3.082207001,BRUV,MBH,14/09/2021,12:27,153,Freycinet AMP,33,VI,-41.88918333,148.60363,0,NFH,Y,N,Y,"No left CAM - no measurements, n.a"
Freycinet_202108,34_1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,2,4.472135955,BRUV,MBH,14/09/2021,13:48,151,Freycinet AMP,34,VI,-41.91724833,148.6133967,0,NFH,Y,Y,Y,"allportis,cucumber fish, many macropterus, some trumpeters, DIfferent allporti sp. - Red banded grubfish (must ID)"
Freycinet_202108,34_2,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,11,3,4.123105626,BRUV,MBH,14/09/2021,13:54,145,Freycinet AMP,34,VI,-41.91858333,148.61356,0,NFH,Y,Y,Y,so many fishes in this video!!! 
Freycinet_202108,34_3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,2,4.472135955,BRUV,MBH,14/09/2021,13:59,157,Freycinet AMP,34,VI,-41.919465,148.6143533,0,NFH,Y,Y,Y,"many macropterus, some bachus and percoides, melbourne skate @35mins, 37 mins, 41mins and 52 mins"
Freycinet_202108,34_4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,2,4.472135955,BRUV,MBH,14/09/2021,14:05,161,Freycinet AMP,34,VI,-41.92070167,148.61494,0,NFH,Y,Y,Y,"so many macropterus, melbourne skate "
Freycinet_202108,34_5,0,0,0,0,6,2,0,3,0,0,9,0,0,0,0,0,0,0,0,2.2,3.033150178,BRUV,MBH,14/09/2021,15:41,164,Freycinet AMP,34,VI,-41.9222,148.6154317,0,NFH,Y,Y,Y,Hard to measure - SOOOOOOOO many macropterus and other fish sp. melbourne skate - so hard to measure fishes in front of the CAM - COOL VIDEO OF SKATE
Freycinet_202108,34_6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,2,4.472135955,BRUV,MBH,14/09/2021,14:14,150,Freycinet AMP,34,VI,-41.92353333,148.6150217,0,NFH,Y,Y,Y,"many macropterus, allporti and Gurnard sp in Extra "
Freycinet_202108,35_1,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,14/09/2021,15:39,146,Freycinet AMP,35,VI,-41.94450167,148.618915,0,NFH,Y,Y,Y,"Sawtail shark, maybe Lepidotrigla "
Freycinet_202108,35_2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,2,4.472135955,BRUV,MBH,14/09/2021,15:46,161,Freycinet AMP,35,VI,-41.94585,148.61983,0,NFH,Y,N,Y,"No left CAM - sawtail shark, melbourne skate"
Freycinet_202108,35_3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,1.6,2.607680962,BRUV,MBH,14/09/2021,15:51,158,Freycinet AMP,35,VI,-41.94726833,148.6195167,0,NFH,Y,Y,Y,"sawtail shark, flatheads"
Freycinet_202108,35_4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,2,4.472135955,BRUV,MBH,14/09/2021,15:55,162,Freycinet AMP,35,VI,-41.949265,148.61942,0,NFH,Y,Y,N,flathead
Freycinet_202108,35_5,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,7,1.8,3.033150178,BRUV,MBH,14/09/2021,15:59,162,Freycinet AMP,35,VI,-41.95078167,148.61856,0,NFH,Y,N,Y,"No right CAM - CUCUMBER FISH CLOSE UP, sawtail shark "
Freycinet_202108,35_6,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1.8,4.024922359,BRUV,MBH,14/09/2021,16:06,158,Freycinet AMP,35,VI,-41.95291667,148.6172217,0,NFH,Y,Y,Y,"Common Stingaree, ID flatheads "
Freycinet_202108,36_1,0,0,0,0,0,1,8,0,0,0,10,0,0,0,0,0,0,0,0,2,2.915475947,BRUV,MBH,15/09/2021,7:41,64,Freycinet North,36,Fished,-41.68308333,148.411755,0,NFH,Y,Y,Y,So many fishes in this video!!! - 
Freycinet_202108,36_2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,3,4.795831523,BRUV,MBH,15/09/2021,7:48,64,Freycinet North,36,Fished,-41.682185,148.4125617,0,NFH,Y,N,Y,"No left CAM - no measurements - many percoides, degeni"
Freycinet_202108,36_3,0,0,0,0,0,5,5,0,0,0,10,0,0,0,0,0,0,0,0,2,2.828427125,BRUV,MBH,15/09/2021,7:53,65,Freycinet North,36,Fished,-41.68141667,148.4147617,0,NFH,Y,Y,Y,many macropterus and other fish species
Freycinet_202108,36_4,0,0,0,0,0,0,6,0,0,0,7,0,2,0,0,0,0,0,0,2.6,3.209361307,BRUV,MBH,15/09/2021,7:56,66,Freycinet North,36,Fished,-41.68260167,148.4151317,0,NFH,Y,Y,Y,"soooooo many fishes, grey morwong @ 9mins and @42mins (2 grey morwongs) "
Freycinet_202108,36_5,0,0,0,0,4,0,5,0,0,0,6,0,0,0,0,0,2,0,0,2.8,2.949576241,BRUV,MBH,15/09/2021,8:00,66,Freycinet North,36,Fished,-41.68118333,148.4175067,0,NFH,Y,Y,Y,"CAM tilted soooooo many fishes - Bulleyes ID, seapike (ID)  hard to measure , some not measured or some just being multiplied "
Freycinet_202108,36_6,0,0,0,0,2,3,4,0,0,0,4,0,0,0,0,0,5,0,0,3.2,3.563705936,BRUV,MBH,15/09/2021,8:04,65,Freycinet North,36,Fished,-41.68011833,148.4151017,0,NFH,Y,Y,Y,Freycineti leatherjacket - sooooo many fishes - cool video and beautiful spongesss!!! lotella phycis perocides bastard splendid perch
Freycinet_202108,37_1,0,0,0,0,11,1,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3.391164992,BRUV,MBH,15/09/2021,9:28,56,Freycinet North,37,Fished,-41.7047,148.3968117,0,Ashlee,Y,Y,Y,na
Freycinet_202108,37_2,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,2,2.828427125,BRUV,MBH,15/09/2021,9:03,56,Freycinet North,37,Fished,-41.702965,148.3971533,0,Ashlee,Y,Y,Y,na
Freycinet_202108,37_3,0,0,0,0,1,1,3,0,0,0,8,0,0,0,0,0,0,0,0,2.4,1.816590212,BRUV,MBH,15/09/2021,9:35,58,Freycinet North,37,Fished,-41.70114833,148.3985183,0,Ashlee,Y,Y,Y,"some bachus with big wounds, goatfish "
Freycinet_202108,37_4,0,0,2,0,8,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2.8,4.38178046,BRUV,MBH,15/09/2021,9:39,58,Freycinet North,37,Fished,-41.70021667,148.3982867,0,Ashlee,Y,Y,Y,redfish
Freycinet_202108,37_5,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,1,0,2,2.738612788,BRUV,MBH,15/09/2021,9:42,57,Freycinet North,37,Fished,-41.700985,148.3957733,0,Ashlee,Y,Y,Y,grey/blue morwong
