Period,Date,Time,Depth,Location,Site,Status,IUCN,Latitude,Longitude,Camera.model,Organisation,Primary.contact,Secondary.contact,Funder,Grant.no,Observer,Successful.count,Successful.length
F_113,20220423,17:20,98,Franklin AMP,F_113,Fished,IUCN VI,-40.958128,144.267904,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_114,20220427,13:56,82,Franklin AMP,F_114,Fished,IUCN VI,-40.578068,144.277176,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_115,20220429,11:22,49,Franklin AMP,F_115,Fished,IUCN VI,-40.562728,144.377126,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_116,20220422,16:39,77,Franklin AMP,F_116,Fished,IUCN VI,-40.996634,144.273684,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_117,20220426,11:34,90,Franklin AMP,F_117,Fished,IUCN VI,-40.643816,144.315419,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_118,20220428,10:30,50,Franklin AMP,F_118,Fished,IUCN VI,-40.550137,144.342547,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_119,20220429,14:59,49,Franklin AMP,F_119,Fished,IUCN VI,-40.531517,144.38708,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_120,20220423,10:39,95,Franklin AMP,F_120,Fished,IUCN VI,-40.986208,144.248084,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_121,20220424,12:44,98,Franklin AMP,F_121,Fished,IUCN VI,-40.878512,144.182065,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_122,20220426,15:39,77,Franklin AMP,F_122,Fished,IUCN VI,-40.580943,144.315336,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_123,20220426,10:44,68,Franklin AMP,F_123,Fished,IUCN VI,-40.615311,144.384171,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_124,20220426,12:32,85,Franklin AMP,F_124,Fished,IUCN VI,-40.617775,144.322727,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_125,20220423,8:50,92,Franklin AMP,F_125,Fished,IUCN VI,-40.970875,144.292808,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_126,20220427,12:20,91,Franklin AMP,F_126,Fished,IUCN VI,-40.599043,144.276679,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_127,20220423,13:46,100,Franklin AMP,F_127,Fished,IUCN VI,-40.930697,144.172484,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_128,20220424,17:36,96,Franklin AMP,F_128,Fished,IUCN VI,-40.755868,144.258085,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_129,20220423,13:11,100,Franklin AMP,F_129,Fished,IUCN VI,-40.927799,144.160851,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_130,20220426,9:37,76,Franklin AMP,F_130,Fished,IUCN VI,-40.596252,144.354191,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_131,20220428,12:20,42,Franklin AMP,F_131,Fished,IUCN VI,-40.548964,144.350268,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_132,20220423,9:26,83,Franklin AMP,F_132,Fished,IUCN VI,-40.975733,144.273476,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_133,20220428,14:35,50,Franklin AMP,F_133,Fished,IUCN VI,-40.529145,144.342314,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_135,20220426,13:28,81,Franklin AMP,F_135,Fished,IUCN VI,-40.614607,144.333728,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_136,20220423,17:35,97,Franklin AMP,F_136,Fished,IUCN VI,-40.966884,144.268731,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_137,20220428,17:27,39,Franklin AMP,F_137,Fished,IUCN VI,-40.556466,144.371112,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_138,20220422,15:41,86,Franklin AMP,F_138,Fished,IUCN VI,-40.991151,144.29709,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_139,20220424,15:35,97,Franklin AMP,F_139,Fished,IUCN VI,-40.81827,144.303176,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_140,20220428,15:09,49,Franklin AMP,F_140,Fished,IUCN VI,-40.540518,144.362999,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_141,20220427,10:53,87,Franklin AMP,F_141,Fished,IUCN VI,-40.602581,144.243565,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_142,20220428,10:39,41,Franklin AMP,F_142,Fished,IUCN VI,-40.551771,144.339175,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_143,20220429,14:16,50,Franklin AMP,F_143,Fished,IUCN VI,-40.538471,144.387872,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_144,20220428,8:22,52,Franklin AMP,F_144,Fished,IUCN VI,-40.541231,144.335224,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_145,20220424,8:57,99,Franklin AMP,F_145,Fished,IUCN VI,-40.940941,144.280016,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_147,20220425,9:37,72,Franklin AMP,F_147,Fished,IUCN VI,-40.734328,144.357843,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_148,20220425,13:45,91,Franklin AMP,F_148,Fished,IUCN VI,-40.734212,144.211375,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_149,20220423,16:17,108,Franklin AMP,F_149,Fished,IUCN VI,-40.930068,144.265855,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_150,20220426,13:17,83,Franklin AMP,F_150,Fished,IUCN VI,-40.613426,144.341103,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_151,20220429,13:52,51,Franklin AMP,F_151,Fished,IUCN VI,-40.543757,144.390619,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_152,20220423,16:34,109,Franklin AMP,F_152,Fished,IUCN VI,-40.935727,144.253863,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_153,20220429,10:31,46,Franklin AMP,F_153,Fished,IUCN VI,-40.559376,144.384225,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_154,20220424,14:56,98,Franklin AMP,F_154,Fished,IUCN VI,-40.852204,144.29836,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_155,20220428,9:28,50,Franklin AMP,F_155,Fished,IUCN VI,-40.546317,144.329237,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_156,20220424,7:53,93,Franklin AMP,F_156,Fished,IUCN VI,-40.962316,144.304208,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_157,20220428,13:19,50,Franklin AMP,F_157,Fished,IUCN VI,-40.542838,144.35417,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_158,20220429,9:28,58,Franklin AMP,F_158,Fished,IUCN VI,-40.567214,144.38829,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_159,20220423,15:59,106,Franklin AMP,F_159,Fished,IUCN VI,-40.927473,144.243874,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_160,20220425,11:13,73,Franklin AMP,F_160,Fished,IUCN VI,-40.699852,144.343111,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_162,20220423,14:47,105,Franklin AMP,F_162,Fished,IUCN VI,-40.950342,144.21358,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_163,20220428,9:01,51,Franklin AMP,F_163,Fished,IUCN VI,-40.543582,144.327811,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_164,20220423,10:22,93,Franklin AMP,F_164,Fished,IUCN VI,-40.995725,144.246856,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_165,20220228,14:58,50,Franklin AMP,F_165,Fished,IUCN VI,-40.532614,144.364017,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_166,20220428,10:57,59,Franklin AMP,F_166,Fished,IUCN VI,-40.559527,144.339577,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_167,20220429,8:45,63,Franklin AMP,F_167,Fished,IUCN VI,-40.572517,144.391746,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_168,20220427,8:37,72,Franklin AMP,F_168,Fished,IUCN VI,-40.534818,144.28802,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_170,20220425,17:35,90,Franklin AMP,F_170,Fished,IUCN VI,-40.653703,144.330042,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_171,20220426,17:33,72,Franklin AMP,F_171,Fished,IUCN VI,-40.550819,144.302016,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_172,20220424,13:50,99,Franklin AMP,F_172,Fished,IUCN VI,-40.835447,144.229903,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_173,20220428,13:59,51,Franklin AMP,F_173,Fished,IUCN VI,-40.537399,144.344821,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_174,20220426,12:11,89,Franklin AMP,F_174,Fished,IUCN VI,-40.618838,144.294906,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_175,20220429,8:06,61,Franklin AMP,F_175,Fished,IUCN VI,-40.577527,144.37832,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_176,20220428,16:05,43,Franklin AMP,F_176,Fished,IUCN VI,-40.553551,144.361778,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_177,20220427,9:58,74,Franklin AMP,F_177,Fished,IUCN VI,-40.555592,144.282811,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_178,20220426,9:11,66,Franklin AMP,F_178,Fished,IUCN VI,-40.593122,144.374875,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_179,20220429,13:31,55,Franklin AMP,F_179,Fished,IUCN VI,-40.546229,144.388397,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_180,20220427,8:26,72,Franklin AMP,F_180,Fished,IUCN VI,-40.531352,144.290048,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_181,20220426,16:13,70,Franklin AMP,F_181,Fished,IUCN VI,-40.571403,144.323396,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_182,20220427,9:33,74,Franklin AMP,F_182,Fished,IUCN VI,-40.552675,144.277497,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_183,20220425,15:01,92,Franklin AMP,F_183,Fished,IUCN VI,-40.688423,144.281679,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_184,20220429,12:44,67,Franklin AMP,F_184,Fished,IUCN VI,-40.576305,144.364192,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_185,20220427,10:29,85,Franklin AMP,F_185,Fished,IUCN VI,-40.567709,144.250548,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_186,20220426,11:52,90,Franklin AMP,F_186,Fished,IUCN VI,-40.631268,144.306463,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_187,20220426,16:55,70,Franklin AMP,F_187,Fished,IUCN VI,-40.560761,144.315081,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_188,20220423,14:20,104,Franklin AMP,F_188,Fished,IUCN VI,-40.941605,144.213591,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_189,20220424,11:38,100,Franklin AMP,F_189,Fished,IUCN VI,-40.872095,144.263378,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_190,20220427,8:11,69,Franklin AMP,F_190,Fished,IUCN VI,-40.536911,144.304346,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_191,20220428,16:57,45,Franklin AMP,F_191,Fished,IUCN VI,-40.550315,144.37395,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_192,20220427,13:31,82,Franklin AMP,F_192,Fished,IUCN VI,-40.583554,144.280616,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_193,20220423,8:21,88,Franklin AMP,F_193,Fished,IUCN VI,-40.976705,144.284132,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_194,20220429,10:41,39,Franklin AMP,F_194,Fished,IUCN VI,-40.558311,144.38096,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_195,20220427,8:49,74,Franklin AMP,F_195,Fished,IUCN VI,-40.541686,144.285145,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_196,20220428,11:37,44,Franklin AMP,F_196,Fished,IUCN VI,-40.555101,144.35475,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_197,20220429,15:07,50,Franklin AMP,F_197,Fished,IUCN VI,-40.53232,144.390709,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_198,20220425,10:32,76,Franklin AMP,F_198,Fished,IUCN VI,-40.712064,144.341441,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_199,20220428,8:01,54,Franklin AMP,F_199,Fished,IUCN VI,-40.534962,144.332876,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_201,20220429,11:32,48,Franklin AMP,F_201,Fished,IUCN VI,-40.563413,144.375564,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_202,20220429,12:13,59,Franklin AMP,F_202,Fished,IUCN VI,-40.562339,144.364031,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_203,20220423,8:08,81,Franklin AMP,F_203,Fished,IUCN VI,-40.978348,144.277409,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_204,20220429,12:24,60,Franklin AMP,F_204,Fished,IUCN VI,-40.567524,144.362292,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_205,20220425,9:52,54,Franklin AMP,F_205,Fished,IUCN VI,-40.724745,144.360235,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_206,20220428,16:47,46,Franklin AMP,F_206,Fished,IUCN VI,-40.551912,144.368928,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_207,20220428,11:08,69,Franklin AMP,F_207,Fished,IUCN VI,-40.562897,144.33342,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_209,20220427,16:44,68,Franklin AMP,F_209,Fished,IUCN VI,-40.572414,144.347689,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_210,20220425,14:13,92,Franklin AMP,F_210,Fished,IUCN VI,-40.7057,144.246771,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_212,20220428,11:27,46,Franklin AMP,F_212,Fished,IUCN VI,-40.556833,144.355627,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_213,20220425,11:31,65,Franklin AMP,F_213,Fished,IUCN VI,-40.698657,144.365644,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_214,20220429,14:38,49,Franklin AMP,F_214,Fished,IUCN VI,-40.534008,144.385685,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_215,20220428,9:39,46,Franklin AMP,F_215,Fished,IUCN VI,-40.544168,144.329794,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_216,20220426,10:03,62,Franklin AMP,F_216,Fished,IUCN VI,-40.604451,144.385895,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_217,20220429,15:49,51,Franklin AMP,F_217,Fished,IUCN VI,-40.541783,144.394946,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_218,20220425,8:44,96,Franklin AMP,F_218,Fished,IUCN VI,-40.764347,144.331539,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_219,20220427,14:08,81,Franklin AMP,F_219,Fished,IUCN VI,-40.577558,144.270818,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_221,20220428,11:48,45,Franklin AMP,F_221,Fished,IUCN VI,-40.553837,144.350667,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_222,20220423,11:58,102,Franklin AMP,F_222,Fished,IUCN VI,-40.972656,144.190418,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_223,20220428,14:09,49,Franklin AMP,F_223,Fished,IUCN VI,-40.533982,144.341178,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_224,20220426,13:06,85,Franklin AMP,F_224,Fished,IUCN VI,-40.616548,144.343697,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_225,20220426,10:32,72,Franklin AMP,F_225,Fished,IUCN VI,-40.61474,144.378874,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_226,20220428,13:10,48,Franklin AMP,F_226,Fished,IUCN VI,-40.543562,144.358274,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_227,20220423,11:16,103,Franklin AMP,F_227,Fished,IUCN VI,-40.993475,144.18359,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
F_228,20220424,13:23,93,Franklin AMP,F_228,Fished,IUCN VI,-40.82061,144.189972,GoPro Hero10,IMAS,neville.barrett@utas.edu.au,jacquomo.monk@utas.edu.au,Parks Australia,DMP-MPA-2122-038,Lachlan,Yes,Yes
